Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código OSC Parceira;OSC Parceira;CNPJ;Código Escola;Unidade Educacional;Vagas Contratadas;Vagas Berçário Contratadas;Total Mensal;Verba Locação;Valor Mensal IPTU;Data Início;Data Término;Situação Parceria;Data Lavratura do Termo;Data Lavratura do Aditamento;Data Solicitação Parceria;Data do Encerramento
5282018;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0054090-8;300502;INSTITUTO SAO PAULO MELHOR;07.208.563/0001-19;306651;CEI INDIR - VILA SILVIA;140;80.0;81965.4;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;08/02/2019;23/02/2018;
13422017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0058320-8;300782;ASS KALIXTO MENDES;10.248.663/0001-83;307729;CR.P.CONV - KALIXTO MENDES;133;47.0;70893.21;8833.72;2613.24;01/01/2018;31/12/2022;Aprovado;29/12/2017;03/09/2018;28/12/2017;
49;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.071.033-9   ;300116;ASS CORACAO DO AMOR;61.587.945/0001-46;306762;CR.P.CONV - PROJETO DE VIDA;80;32.0;49912.16;4200.0;210.81;25/09/2016;24/03/2019;Encerrado;14/03/2014;27/02/2018;15/07/2014;27/02/2018
2333;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2015-0.258.239-9   ;301077;CONSCIENCIA RESPONSABILIDADE EDUCACAO E RESPEITO;05.235.465/0001-45;307026;CR.P.CONV - CRESCER BRINCANDO;111;23.0;59270.58;3850.0;;28/10/2015;27/04/2018;Encerrado;28/10/2015;29/01/2018;21/10/2015;31/12/2017
559;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2009-0.313.436-1   ;300159;INSTITUTO CELINA GASPERINE;03.710.353/0001-73;307234;CR.P.CONV - MARIA DE LOURDES;108;21.0;57337.2;5685.43;;19/09/2012;18/03/2015;Encerrado;19/03/2010;30/03/2015;30/03/2015;
3062017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046240-0;300736;ASS SAO SABAS DE FILANTROPIA;55.050.546/0001-49;400739;CEI INDIR - PAULO FRANCISCO SECKLER PUCCA;176;54.0;91842.72;;;01/01/2018;31/12/2022;Aprovado;27/12/2017;06/02/2019;27/10/2017;
3778;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.156.169-1   ;800183;ASSOCIACAO NOVOS HORIZONTES A COMUNIDADE;22.638.624/0001-71;306774;CR.P.CONV - JARDIM FLOR DE LIS V;78;41.0;51021.06;6000.0;557.63;01/09/2016;28/02/2019;Encerrado;31/08/2016;28/02/2018;01/09/2016;28/02/2018
13112017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0050325-5;300130;ASS BENEFICENTE MUNDO ENCANTADO;08.827.445/0001-51;308935;CR.P.CONV - DOCE ENCANTO;122;36.0;63319.38;5617.6;596.05;22/12/2017;21/12/2022;Aprovado;22/12/2017;04/09/2018;28/12/2017;
485;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2015-0.015.059-9   ;800030;INSTITUTO OLIVEIRA E SCHURT;10.634.676/0001-90;308277;CR.P.CONV - JARDIM DOS PEQUENINOS;80;18.0;46545.44;6000.0;;01/06/2015;30/11/2017;Encerrado;01/06/2015;01/03/2018;14/03/2015;30/11/2017
250;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2012-0.236.695-0   ;300089;ASS COMUNITARIA BENEFICENTE PODER E QUERER;07.062.043/0001-40;307858;CR.P.CONV - CANTINHO DA TIA DORA;79;43.0;52029.73;5785.75;;04/10/2012;03/04/2015;Encerrado;04/10/2012;12/05/2015;22/12/2014;
0011/SME/2014;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2014-0.010.270-3   ;300514;OBRA SOCIAL DA PAROQUIA SAO MATEUS APOSTOLO;43.623.693/0001-81;307227;CR.P.CONV - PEQUENO PRINCIPE;146;60.0;79844.1;10500.0;85.56;30/01/2014;29/07/2016;Encerrado;30/01/2014;21/09/2016;01/08/2014;29/07/2016
1622018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0043981-6;800050;ASSOCIACAO MAREZINHA - BMT;18.997.677/0001-01;308417;CR.P.CONV - MAREZINHA;108;27.0;58780.08;10000.0;;01/01/2018;31/12/2022;Aprovado;29/12/2017;24/09/2018;12/01/2018;
194;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.285.747-0   ;800329;ASSOCIACAO SAO VICENTE DE PAULO;33.570.052/0001-52;306448;CR.P.CONV - NOSSA SENHORA DA SALETTE;189;79.0;103679.37;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;02/01/2018;16/12/2014;31/12/2017
5302018;109100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2018/0010245-7;300963;ASSOCIACAO DE DESENVOLVIMENTO JUVENIL E INFANTIL - ADEJI;14.505.595/0001-41;309041;CR.P.CONV - ARCO-IRIS;213;18.0;99763.29;16000.0;492.65;26/03/2018;25/03/2023;Aprovado;26/03/2018;06/02/2019;27/02/2018;
2312018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0046735-6;300595;ASSOCIACAO UNIAO E PROGRESSO DO PARQUE ARARIBA E ADJACENCIAS;50.105.899/0001-85;308078;CR.P.CONV - JOSE REGINALDO DA FONSECA;67;17.0;39444.73;2582.3;;01/01/2018;31/12/2022;Aprovado;29/12/2017;05/02/2019;16/01/2018;
692017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054974-3;300442;INSTITUTO CEM POR CENTO SOCIAL;07.305.065/0001-94;307062;CR.P.CONV - UNIVERSO DA CRIANCA III;176;79.0;97854.72;8318.2;901.37;04/08/2017;03/08/2022;Aprovado;04/08/2017;19/02/2019;04/08/2017;
0150/SME/2012;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2011-0.171.518-5   ;300129;ASS DA VIDA VERDE TOPY BOL;04.931.931/0001-64;307063;CR.P.CONV - JANDIRA LUIZ DE SOUZA;80;32.0;49912.16;;;17/02/2014;18/07/2016;Encerrado;08/08/2011;08/08/2016;31/07/2014;18/07/2016
209;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.282.493-1   ;300954;ASS PRO FAMILIA E BEM ESTAR CASA VERDE;16.382.349/0001-75;307885;CR.P.CONV - RAMSSES;138;97.0;85157.46;8500.0;;29/05/2015;28/11/2017;Encerrado;29/11/2012;11/12/2017;30/05/2014;28/11/2017
9252017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0048896-5;300202;ASS MADRE CABRINI DAS IRMAS MISSIONARIAS DO SAGRADO CORACAO;61.988.531/0001-29;306540;CR.P.CONV - CENTRO SOCIAL DA CRIANCA;109;23.0;58302.3;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;25/10/2018;18/12/2017;
8132017;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0041683-2;300583;SOCIEDADE BENFEITORA JAGUARE;62.852.892/0001-06;306412;CR.P.CONV - EXTERNATO JAGUARE;135;35.0;68903.55;;;01/01/2018;31/12/2022;Encerrado;21/12/2017;19/02/2018;13/12/2017;01/01/2018
1922018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0043997-2;300741;ASS DE MORADIA HORTO DO IPE E ADJACENCIAS;05.081.067/0001-11;308325;CR.P.CONV - CAMINHAR V;117;18.0;60973.02;8400.0;221.07;01/01/2018;31/12/2022;Aprovado;29/12/2017;14/09/2018;15/01/2018;
20;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2013-0.035.181-7   ;300445;INSTTUTO CRIANCA CIDADA;03.205.769/0001-34;306660;CR.P.CONV - TRES CORACOES, CRECHE E PRE;184;36.0;91098.48;;;15/02/2013;14/08/2015;Encerrado;14/02/2013;13/10/2015;31/07/2014;20/07/2015
12382017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0058304-6;300045;ASS BENEFICENTE COMUNITARIA CULTURAL ESPORTIVA ELITE DO ESTA;04.815.248/0001-61;307629;CR.P.CONV - JOSE MARIA;100;32.0;56109.36;5445.71;426.22;01/01/2018;31/12/2022;Aprovado;29/12/2017;14/03/2019;27/12/2017;
2662018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0043718-0;300682;ASS PELO DESENVOLVIMENTO EDUCACIONAL E PROFISSIONAL ADEP;04.482.597/0001-09;400732;CEI INDIR - EUCLIDES DA CUNHA;152;36.0;76760.88;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;08/02/2018;16/01/2018;
370;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.351.362-8   ;300662;ASSOCIACAO BENEFICENTE GRUPO DA CARIDADE;60.981.073/0001-33;306896;CR.P.CONV - AGLAEZINHA IV, COMUN INFANTIL;79;18.0;46017.73;;;30/07/2015;25/01/2018;Encerrado;15/02/2013;17/01/2018;03/02/2015;27/12/2017
11972017;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0041722-7;800157;INSTITUTO DE ACAO COMUNITARIA;20.087.556/0001-74;308651;CR.P.CONV - JARDIM DOS ANJOS;229;82.0;122322.81;20000.0;206.36;06/02/2018;05/02/2023;Aprovado;06/02/2018;01/03/2019;27/12/2017;
572018;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0058898-6;300058;ASS BENEFICENTE DE MAES ORDEM E PROGRESSO;03.147.422/0001-82;308600;CR.P.CONV - PAULO FREIRE;105;29.0;57808.62;3006.1;191.42;01/01/2018;31/12/2022;Aprovado;29/01/2018;14/03/2019;04/01/2018;
5172018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0043481-4;800042;ASSOCIACAO BENEFICENTE NOVA AURORA;03.807.011/0001-76;308284;CR.P.CONV - NOVA AURORA;177;36.0;87962.13;9304.93;;01/01/2018;31/12/2022;Aprovado;29/12/2017;24/09/2018;09/02/2018;
6012018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2018/0015822-3;301098;ASS E CENTRO DE APOIO SOCIAL E EDUC PARAISO INFANTIL ACASEPI;15.477.758/0001-92;309113;CR.P.CONV - TALENTOS DO FUTURO;106;57.0;65026.2;900.83;394.7;18/05/2018;17/05/2023;Aprovado;18/05/2018;08/02/2019;29/03/2018;
8042018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2018/0061342-7;300418;INSTITUTO ANGLICANO;05.401.345/0001-70;309291;CR.P.CONV - ANGLICANA ANA PAULA QUINTAO;293;104.0;156288.57;;;12/12/2018;11/12/2023;Aprovado;12/12/2018;29/03/2019;06/12/2018;
13192017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054536-5;800183;ASSOCIACAO NOVOS HORIZONTES A COMUNIDADE;22.638.624/0001-71;307017;CR.P.CONV - JARDIM FLOR DE LIS III;80;32.0;49912.16;4500.0;642.54;01/01/2018;31/12/2022;Aprovado;29/12/2017;12/03/2019;28/12/2017;
2182017;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0043771-6;300205;ASSOCIACAO MENINO DEUS;67.984.864/0001-66;306606;CR.P.CONV - MENINO DEUS;140;36.0;71384.28;;;27/10/2017;26/10/2022;Aprovado;26/10/2017;26/10/2017;18/10/2017;
3162017;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0046677-5;300818;ASSOCIACAO EDUCAR PARA TRANSFORMAR;58.106.972/0001-45;;ALECRIM DOURADO;112;77.0;72740.64;6000.0;;07/11/2017;06/11/2022;Encerrado;;30/10/2017;30/10/2017;07/11/2017
782018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0043572-1;300693;CENTRO DE PROMOCAO SOCIAL DA FAMILIA;53.176.871/0001-27;306237;CR.P.CONV - LAR DE AMOR MEIMEI;160;18.0;76016.64;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;02/02/2018;10/01/2018;
2341;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2010-0.100.146-6   ;300249;CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL;09.118.844/0001-06;307397;CR.P.CONV - SAO PEDRO;135;34.0;68663.07;6000.0;;13/10/2010;12/04/2013;Encerrado;13/10/2010;22/10/2015;22/10/2015;10/04/2013
4202017;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042057-0;300603;UNIAO DOS MORADORES DO PARQUE ANHANGUERA;55.224.877/0001-58;400308;CEI INDIR - PARQUE ANHANGUERA;140;60.0;77155.8;;;01/01/2018;31/12/2022;Aprovado;28/12/2017;28/02/2019;14/11/2017;
6072018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2018/0016626-9;800438;INSTITUTO DIAS & MARTINS;00.577.417/0001-11;;VIVER E CRESCER;113;64.0;70098.54;1098.0;46.15;;;Encerrado;;03/04/2018;03/04/2018;03/04/2018
32017;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2017-0.068.837-1   ;300157;ASS CENTRAL E COM DO CONJUNTO HABITACIONAL BRASILANDIA B3;02.163.617/0001-53;307142;CR.P.CONV - GUSTAVO DE SOUZA DORIGHELLO;71;9.0;39631.73;2765.0;567.13;;;Encerrado;;13/06/2017;05/06/2017;11/06/2017
2642;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2016-0.064.522-0   ;300252;CARITAS DIOCESANA DE CAMPO LIMPO;64.033.061/0001-38;307510;CR.P.CONV - CASA PADRE RAFAEL;145;27.0;71460.21;;;09/04/2016;08/10/2018;Encerrado;09/04/2016;16/01/2018;19/04/2016;31/12/2017
8672017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0049744-1;300181;INSTITUTO AMA SAO PAULO - AMASP;09.068.229/0001-32;400793;CEI INDIR - CACHOEIRA DE SAO BENEDITO;240;68.0;123884.64;;;01/01/2018;31/12/2022;Aprovado;19/12/2017;12/02/2019;15/12/2017;
1102018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0046717-8;300731;INSTITUTO SOCIAL DONIZETE;03.938.893/0001-09;400577;CR.P.CONV - BETE SHALOM MORADA DA PAZ;116;44.0;66741.36;9077.54;21.91;01/01/2018;31/12/2022;Aprovado;29/12/2017;08/02/2019;11/01/2018;
410;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.346.708-3   ;300697;CENTRO SOCIAL SANTA MARIA GORETTI;62.592.712/0001-02;306346;CR.P.CONV - MAE DA DIVINA PROVIDENCIA;87;27.0;52403.73;;;01/07/2015;31/12/2017;Encerrado;01/01/2013;06/02/2018;04/08/2014;31/12/2017
1192018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0043716-3;300664;ASS CEDRO DO LIBANO DE PROTECAO A INFANCIA;62.851.811/0001-53;306957;CR.P.CONV - CEDRINHO IV;131;131.0;90197.43;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;06/02/2018;11/01/2018;
336;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2012-0.302.382-7   ;300229;ASS EDUCA SAO PAULO;03.954.032/0001-14;307887;CR.P.CONV - VOVO PININHA;84;84.0;64527.96;3960.78;;28/06/2015;27/12/2017;Encerrado;28/12/2012;09/01/2018;14/07/2014;27/12/2017
496;109100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;2012-0.295.917-9   ;300736;ASS SAO SABAS DE FILANTROPIA;55.050.546/0001-49;307910;CR.P.CONV - EMILIO ANTONIO DE CARVALHO;124;;;7563.52;;28/06/2015;27/12/2017;Encerrado;28/12/2012;15/01/2018;30/07/2014;27/12/2017
11632017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0050268-2;300727;ASS EVANGELICA MONTE CARMELO;08.255.276/0001-22;306785;CR.P.CONV - MONTE CARMELO;103;27.0;56359.38;4932.58;1636.23;01/01/2018;31/12/2022;Aprovado;29/12/2017;27/08/2018;26/12/2017;
101;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2010-0.292.410-0   ;300041;ASS BENEFICENTE COMUNITARIA ANJOS DA ESPERANCA;02.615.386/0001-71;306964;CR.P.CONV - YVETTE ORTEGA;108;32.0;59982.48;6825.18;;01/08/2013;31/01/2016;Encerrado;01/02/2011;04/02/2016;10/12/2014;31/01/2016
13932017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0058848-0;300809;ASS AMIGOS DE BAIRRO JK FENIX;10.960.885/0001-24;307717;CR.P.CONV - SABOR DE MEL;80;14.0;45583.52;4007.91;290.79;01/01/2018;31/12/2022;Aprovado;29/12/2017;27/08/2018;29/12/2017;
478;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2014-0.273.869-9   ;301063;INSTITUTO EDUCACIONAL UMA NOVA HISTORIA;03.378.311/0001-87;308244;CR.P.CONV - UMA NOVA HISTORIA;101;9.0;51062.46;5000.0;;06/03/2015;05/09/2017;Encerrado;06/03/2015;18/09/2017;06/03/2015;05/09/2017
4865;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2016-0.248.103-9   ;300416;INSTITUICAO BENEFICENTE PERSIO GUIMARAES AZEVEDO;62.440.094/0001-77;400633;CEI INDIR - JARDIM JAQUELINE;161;63.0;87286.29;;;01/01/2017;30/06/2019;Encerrado;09/12/2016;15/02/2018;15/12/2016;01/01/2018
515;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.497-4   ;300315;CENTRO COMUNITARIO NOSSA SENHORA APARECIDA CCNSA;49.077.829/0001-81;306288;CR.P.CONV - CONSOLATA;184;;;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;28/12/2017;29/05/2014;31/12/2017
6382018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0042267-0;300568;SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;52.168.804/0001-06;;JOSE AVELINO;67;18.0;39685.21;900.24;;30/10/2017;29/10/2022;Encerrado;30/10/2017;19/07/2018;29/05/2018;18/07/2018
191187;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.048.691-5   ;300252;CARITAS DIOCESANA DE CAMPO LIMPO;64.033.061/0001-38;306798;CR.P.CONV - SAO FRANCISCO DE ASSIS;150;48.0;78750.54;7000.0;;29/10/2014;28/04/2017;Encerrado;27/04/2012;15/05/2017;05/05/2015;28/04/2017
2109;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.190.517-8   ;800067;ASSOCIACAO CICLECA-CENTRO INTEG A CULT.LAZER E EDUC A CRIAN;12.807.206/0001-07;308340;CR.P.CONV - MUNDO DOS SONHOS;109;54.0;65757.18;5400.0;2265.3;05/08/2015;04/02/2018;Encerrado;05/08/2015;27/04/2018;05/08/2015;03/02/2018
5222018;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;6016.2017/0048525-7;300815;INSTITUTO DE ACAO SOCIAL FORCA E VIDA;02.080.755/0001-79;307942;CR.P.CONV - VOVO ANNA GOMES;80;32.0;49912.16;4500.0;;01/01/2018;31/12/2022;Aprovado;14/02/2018;18/09/2018;14/02/2018;
1968;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.108.639-8   ;800042;ASSOCIACAO BENEFICENTE NOVA AURORA;03.807.011/0001-76;308284;CR.P.CONV - NOVA AURORA;117;36.0;65301.66;13000.0;453.27;29/06/2015;28/12/2017;Encerrado;29/06/2015;09/02/2018;25/06/2015;28/02/2017
2225;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2015-0.165.763-8   ;800088;ASSOCIACAO VISAO DO FUTURO;14.013.787/0001-30;308411;CR.P.CONV - CAMINHO DO FUTURO;76;27.0;46598.92;4923.83;;24/07/2015;23/01/2018;Encerrado;24/07/2015;16/02/2018;31/08/2015;31/12/2017
0293/SME/2013;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.273.953-7   ;300160;ASS DE LUTAS E PROMOCAO SOCIAL JARDIM ROBRU;04.676.010/0001-00;308010;CR.P.CONV - SER FELIZ IV;80;33.0;50152.64;3000.0;101.25;18/11/2013;17/05/2016;Encerrado;18/11/2013;18/11/2015;25/03/2014;15/11/2015
152;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2014-0.028.350-3   ;300922;INSTITUTO GRANDE VITORIIA;00.000.104/0001-04;307724;CR.P.CONV - GRANDE VITORIA, CEI;76;26.0;46358.44;5196.34;;14/07/2012;13/01/2017;Encerrado;14/07/2014;23/10/2015;09/08/2014;21/10/2015
125;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.100.136-6   ;300207;ASS METODISTA DE ACAO SOCIAL - AMAS MOOCA;06.264.961/0001-90;400565;CEI INDIR - HELENA QUINTA REIS;95;23.0;51524.34;;;08/12/2016;07/06/2019;Encerrado;06/06/2014;08/01/2018;16/06/2014;31/12/2017
156;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.437-5   ;300333;CIRCULO DE TRABALHADORES CRISTAOS DE VILA PRUDENTE;61.876.868/0001-44;400459;CEI INDIR - PACOMIO MAAS, PE.;162;66.0;88455.78;;;01/01/2013;30/06/2015;Encerrado;21/06/2010;06/07/2015;04/04/2014;30/06/2015
83;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.048.994-2   ;300531;OBRAS SOCIAIS NOSSA SENHORA AQUIROPITA;62.798.699/0001-34;306740;CR.P.CONV - MAE ACHIROPITA;184;32.0;90136.56;;;28/10/2016;27/04/2019;Encerrado;28/04/2014;11/01/2018;28/05/2014;31/12/2017
20170003;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2016-0.269.029-0   ;300821;ASS NOVO HORIZONTE DA CIDADE TIRADENTES;10.651.295/0001-10;307168;CR.P.CONV - PEQUENO APRENDIZ;138;18.0;66159.54;3723.33;;15/02/2017;14/08/2019;Encerrado;27/01/2017;16/01/2018;27/01/2017;31/12/2017
431;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.747-9   ;300100;ASS COMUNITARIA MONTE AZUL;51.232.221/0001-26;400579;CR.P.CONV - MONTE AZUL;130;32.0;65941.86;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;17/01/2018;02/06/2014;31/12/2017
13;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2009-0.226.817-8   ;300170;ASS DO ABRIGO NOSSA SRA RAINHA DA PAZ DO JD FIM DE SEMANA;69.100.576/0001-27;307352;CR.P.CONV - MAE PEREGRINA - COMUNIDADE SAO PEDRO CHANEL;80;27.0;48709.76;;;21/07/2015;20/01/2018;Encerrado;04/01/2013;16/01/2018;02/06/2014;31/12/2017
11782017;109100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2017/0045770-9;300654;AME;43.896.505/0001-99;306487;CR.P.CONV - AME, CEI;180;;;;;01/01/2018;31/12/2022;Aprovado;27/12/2017;05/02/2019;26/12/2017;
4752017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0044155-1;300299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;67.139.907/0001-07;400442;CEI INDIR - ORLANDO IAZZETTI, DEP.;131;48.0;70237.59;;;01/01/2018;31/12/2022;Encerrado;29/12/2017;18/07/2018;17/11/2017;05/07/2018
506;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.141.860-7   ;300684;ASS POPULAR DE SAUDE;04.213.718/0001-17;400711;CEI INDIR - ADHEMAR FERREIRA CASTILHO, PROF;166;37.0;83274.06;;;24/01/2017;23/07/2019;Encerrado;23/07/2014;01/02/2018;25/03/2015;31/12/2017
13692017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0057831-0;300862;ASS DOS MORADORES DO JARDIM AUREA;00.585.268/0001-32;400765;CEI INDIR - VOVO JULIA;229;91.0;124487.13;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;08/02/2019;28/12/2017;
1612018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0043571-3;300521;MOVIMENTO COMUNITARIO CRISTO LIBERTADOR;52.804.861/0001-26;306236;CR.P.CONV - JOAO PEDRO RODRIGUES;95;25.0;52005.3;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;14/02/2018;12/01/2018;
1772017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0040155-0;301103;INSTITUTO DENTE DE LEITE;16.629.798/0001-75;308838;CR.P.CONV - MARIAZINHA;133;39.0;68969.37;15516.99;300.26;05/10/2017;04/10/2022;Aprovado;05/10/2017;11/02/2019;28/09/2017;
2782018;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;6016.2017/0048281-9;300812;ASSOCIACAO BENEFICENTE SANTA FILOMENA;03.150.516/0001-00;308485;CR.P.CONV - LAURINDO;151;45.0;78477.15;5950.0;;01/01/2018;31/12/2022;Aprovado;18/01/2018;05/02/2019;18/01/2018;
20170039;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2017-0.020.924-4   ;300502;INSTITUTO SAO PAULO MELHOR;07.208.563/0001-19;400746;CEI INDIR - CONJUNTO JOSE BONIFACIO;124;48.0;67101.24;;;08/03/2017;07/09/2019;Encerrado;07/03/2017;20/12/2017;07/03/2017;31/12/2017
3442018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2017/0051444-3;300886;INSTITUTO EDUCACIONAL E DEF. DOS DIR.. HUMANOS CORA CORALINA;05.100.338/0001-39;307663;CR.P.CONV - NEI CAETANO DE ANDRADE;62;30.0;39932.42;3360.24;956.8;01/01/2018;31/12/2022;Aprovado;31/01/2018;15/02/2019;19/01/2018;
14102017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0055120-9;300105;ASS COMUNITARIA SAO SIMAO;52.806.478/0001-07;306903;CR.P.CONV - SAO SIMAO;126;17.0;60542.46;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;07/03/2018;29/12/2017;
2621;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2015-0.319.972-6   ;800198;INSTITUTO MAE RAINHA;12.126.865/0001-88;308206;CR.P.CONV - JARDIM JARAGUA;155;57.0;83155.11;11000.0;;15/03/2016;14/09/2018;Encerrado;15/03/2016;21/02/2018;28/03/2016;31/12/2017
0294/SME/2012;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2012-0.342.707-3   ;300558;CENTRO SOCIOEDUCATIVO PERSEVERANCA;44.082.642/0001-52;400401;CEI INDIR - GLEBA DO PESSEGO;130;50.0;70270.5;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;27/12/2017;30/07/2014;31/12/2017
