Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código OSC Parceira;OSC Parceira;CNPJ;Código Escola;Unidade Educacional;Vagas Contratadas; Vagas Berçário Contratadas ;Total Mensal;Verba Locação;Valor Mensal IPTU;Data Início;Data Término;Situação Parceria;Data Lavratura do Termo;Data Lavratura do Aditamento;Data de Atualização;Data Solicitação Parceria;Data do Encerramento
72;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.238.491-7;300973;ASS COMUNITARIA EDUCACIONAL BRILHO DOURADO;10.253.820/0001-49;400766;CEI INDIR - CONJUNTO HABITACIONAL PADRE MANOEL DE PAIVA;210;89;116699,9;;;31/07/2016;30/01/2019;Encerrado;31/01/2014;20/07/2016;06/02/2018;24/03/2014;31/12/2017
13322017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0058426-3;300973;ASS COMUNITARIA EDUCACIONAL BRILHO DOURADO;10.253.820/0001-49;400766;CEI INDIR - CONJUNTO HABITACIONAL PADRE MANUEL DE PAIVA;228;93;0;;;;;Encerrado;;;06/02/2018;28/12/2017;06/02/2018
1112017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2017-0.117.653-6;300973;ASS COMUNITARIA EDUCACIONAL BRILHO DOURADO;10.253.820/0001-49;400766;CEI INDIR - CONJUNTO HABITACIONAL PADRE MANUEL DE PAIVA;210;88;0;;;;;Encerrado;;;06/02/2018;25/08/2017;06/02/2018
717;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2009-0.226.968-9;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;400589;CEI INDIR - GALILEU MENON;258;114;140859,42;;;23/03/2017;22/09/2019;Encerrado;23/09/2009;26/09/2016;31/01/2018;23/07/2014;31/12/2017
665;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.106.956-4;300712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;08.849.334/0001-46;400343;CEI INDIR - JARDIM CASTELO;157;27;82869,43;;;26/11/2016;25/05/2019;Encerrado;26/05/2014;22/12/2016;12/01/2018;17/07/2014;31/12/2017
980;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.039.792-2;300275;CENTRO SOCIAL DA PAROQUIA DE SANTA LUZIA;53.834.560/0001-08;400312;CEI INDIR - JARDIM NORDESTE;158;66;99665,98;;;24/07/2015;23/01/2018;Encerrado;11/04/2013;08/01/2016;06/02/2018;01/08/2014;31/12/2017
1043;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.043.362-7;300154;ASS CASA DOS DEFICIENTES DE ERMELINO MATARAZZO;61.058.475/0001-23;400311;CEI INDIR - JARDIM SAO NICOLAU;147;49;91070,17;;;24/07/2015;23/01/2018;Encerrado;10/04/2013;10/04/2013;05/02/2018;05/08/2014;31/12/2017
998;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.047.631-8;300661;ASSOCIACAO BENEFICENTE DOS FUNCIONARIOS DO GRUPO MMC;04.879.205/0001-40;400273;CEI INDIR - JOCELYNE LOUISE CHAMUSEAU;151;46;92112,84;;;24/07/2015;23/01/2018;Encerrado;10/04/2013;17/02/2016;08/02/2018;04/08/2014;31/12/2017
1028;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.062.760-0;300678;ASS LUIZ RAMOS NATAN STAMFATER;67.134.379/0001-01;400313;CEI INDIR - JOSE DE ANCHIETA, PE.;160;55;98032,05;;;24/07/2015;23/01/2018;Encerrado;10/04/2013;24/07/2015;01/02/2018;04/08/2014;31/12/2017
1032017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2017-0.126.585-7;300712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;08.849.334/0001-46;400655;CEI INDIR - JOSE VIEIRA DE SANTANA;154;66;97942,7;;;13/11/2017;12/11/2022;Aprovado;10/11/2017;10/01/2018;08/02/2018;24/08/2017;
2189;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.072.894-9;300712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;08.849.334/0001-46;400655;CEI INDIR - JOSE VIEIRA DE SANTANA;153;48;90795,78;;;13/05/2015;12/11/2017;Encerrado;13/05/2015;;16/11/2017;26/08/2015;11/11/2017
674;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2007-0.228.200-2;300712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;08.849.334/0001-46;400655;CEI INDIR - JOSE VIEIRA DE SANTANA;153;48;77370;;;13/11/2012;12/05/2015;Encerrado;08/10/2007;04/01/2013;26/08/2015;18/07/2014;12/05/2015
680;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.034.399-7;300712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;08.849.334/0001-46;400344;CEI INDIR - JUAN CARLOS CASTRO GUARDIOLA, PE.;272;65;148552,59;;;21/07/2015;20/01/2018;Encerrado;12/03/2013;21/07/2015;05/02/2018;18/07/2014;31/12/2017
1845;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.172.717-0;300402;COORDENACAO REGIONAL DE OBRAS DE PROMOCAO HUMANA;43.473.487/0001-32;400615;CEI INDIR - MARIA ARMINDA NOGUEIRA, IRMA;202;82;100960;;;01/02/2017;31/07/2019;Encerrado;01/08/2014;01/08/2014;01/02/2018;08/04/2015;31/12/2017
682;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2009-0.171.867-6;300402;COORDENACAO REGIONAL DE OBRAS DE PROMOCAO HUMANA;43.473.487/0001-32;400615;CEI INDIR - MARIA ARMINDA NOGUEIRA, IRMA;190;82;96640;;;01/02/2012;31/07/2014;Encerrado;17/01/2012;24/01/2013;08/04/2015;18/07/2014;
1751;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.159.895-8;300320;CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;62.264.494/0001-79;400631;CEI INDIR - MARIA DE BELEM;175;53;95387,25;;;01/02/2017;31/08/2019;Encerrado;25/08/2014;21/12/2016;06/02/2018;25/03/2015;31/12/2017
653;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2009-0.159.093-9;300320;CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;62.264.494/0001-79;400631;CEI INDIR - MARIA DE BELEM;199;110;104780;;;01/02/2012;31/07/2014;Encerrado;16/02/2012;24/01/2013;25/03/2015;16/07/2014;
684;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.082.557-8;300698;COMUNIDADE CANTINHO DA PAZ;58.916.685/0001-09;400714;CEI INDIR - MARTA TEREZINHA GODINHO;154;66;89796,46;;;29/10/2016;28/04/2019;Encerrado;29/04/2014;20/12/2016;08/02/2018;18/07/2014;31/12/2017
1044;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.319.680-2;300299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;67.139.907/0001-07;400395;CEI INDIR - MOOCA;168;55;98619,34;;;01/07/2015;31/12/2017;Encerrado;20/01/2014;28/09/2016;07/02/2018;05/08/2014;31/12/2017
885;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.341.954-2;300676;ASS EVANGELICA PROJETO RAIZES;73.937.625/0001-58;400399;CEI INDIR - PARI;154;59;93639,74;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;05/01/2016;02/02/2018;30/07/2014;31/12/2017
649;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2009-0.139.426-9;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;400630;CEI INDIR - PENHA;222;82;119983,78;;;30/01/2017;29/07/2019;Encerrado;10/01/2012;20/12/2016;31/01/2018;16/07/2014;31/12/2017
882;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.161.798-5;300884;ASS BENEFICENTE CLUBE DE MAES PEQUENO RODRIGO;00.846.810/0001-63;400405;CEI INDIR - PENHA - BOM JESUS;118;35;66409,6;;;19/01/2016;18/07/2018;Encerrado;19/07/2013;06/01/2016;29/01/2018;30/07/2014;31/12/2017
809;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.028.552-2;300726;SERVICO DE ASSISTENCIA A FAMILIA CASA DA EDITINHA;43.853.936/0001-78;400720;CEI INDIR - PILAR FUENTES ROMEU;144;48;82102,56;;;12/08/2016;11/02/2019;Encerrado;10/02/2014;21/07/2016;12/01/2018;29/07/2014;31/12/2017
1142017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2017-0.126.580-6;300712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;08.849.334/0001-46;400801;CEI INDIR - RITA DE CASSIA SOBRAL LAZER, PROFA;234;87;137172,57;;;29/11/2017;28/11/2022;Aprovado;28/11/2017;28/11/2017;27/02/2018;25/08/2017;
1949;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.102.942-4;300712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;08.849.334/0001-46;400801;CEI INDIR - RITA DE CASSIA SOBRAL LAZER, PROFA;234;87;133307,58;;;29/05/2015;28/11/2017;Encerrado;29/05/2015;;11/01/2018;02/06/2015;27/11/2017
272017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2017-0.094.384-3;300694;CENTRO DE TREINAMENTO DAS VIDAS - CT VIDAS;07.318.742/0001-09;400616;CEI INDIR - SALESIANA DOMINGOS SAVIO;234;98;139668,14;;;27/06/2017;26/06/2022;Aprovado;26/06/2017;10/01/2018;08/02/2018;26/06/2017;
1034;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2009-0.193.961-3;300694;CENTRO DE TREINAMENTO DAS VIDAS - CT VIDAS;07.318.742/0001-09;400616;CEI INDIR - SALESIANA DOMINGOS SAVIO;192;82;114620,62;;;01/01/2015;30/06/2017;Encerrado;30/12/2009;11/01/2016;26/06/2017;05/08/2014;26/06/2017
1569;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.035.565-0;300711;NUCLEO DE APOIO E DESENVOLVIMENTO HUMANO - NADHU;67.132.746/0001-20;400314;CEI INDIR - SHIRO KYONO VER;123;41;78915,53;;;24/07/2015;23/01/2018;Encerrado;24/04/2013;24/07/2015;06/02/2018;20/01/2015;31/12/2017
1844;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.172.737-5;300299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;67.139.907/0001-07;400617;CEI INDIR - TATUAPE;352;156;186724,48;;;03/02/2017;02/08/2019;Encerrado;01/08/2014;28/09/2016;07/02/2018;08/04/2015;31/12/2017
655;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2009-0.143.395-7;300299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;67.139.907/0001-07;400617;CEI INDIR - TATUAPE;328;132;155070;;;03/02/2012;02/08/2014;Encerrado;11/01/2012;28/12/2012;08/04/2015;16/07/2014;
1586;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.231.446-3;300994;INSTITUTO CONSTRUINDO UMA EDUCACAO DE QUALIDADE ICEQ;15.221.952/0001-02;400701;CEI INDIR - TIQUATIRA I;127;127;91819,73;;;05/03/2016;04/09/2018;Encerrado;05/09/2013;28/09/2016;08/02/2018;26/01/2015;31/12/2017
694;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2011-0.330.999-0;300684;ASS POPULAR DE SAUDE;04.213.718/0001-17;400729;CEI INDIR - TIQUATIRA II;216;81;117405,84;;;15/03/2017;14/09/2019;Encerrado;02/02/2012;19/09/2016;01/02/2018;21/07/2014;31/12/2017
5382017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0049994-0;300944;INSTITUTO BRASILEIRO DE EDUCACAO CULTURA E MEIO AMBIENTE;13.991.139/0002-77;400835;CEI INDIR - VERA CRUZ;209;68;122091,54;;;06/12/2017;05/12/2022;Aprovado;06/12/2017;;22/12/2017;24/11/2017;
1019;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.235.141-5;300862;ASS DOS MORADORES DO JARDIM AUREA;00.585.268/0001-32;400765;CEI INDIR - VILA SILVIA I;200;64;90983;;;07/04/2016;06/10/2018;Encerrado;07/10/2013;07/10/2013;15/01/2018;04/08/2014;31/12/2017
866;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.316.229-0;300678;ASS LUIZ RAMOS NATAN STAMFATER;67.134.379/0001-01;400411;CEI INDIR - VILA UNIAO;178;73;106774,78;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;20/09/2016;02/02/2018;30/07/2014;31/12/2017
1533;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.196.255-2;300299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;67.139.907/0001-07;400798;CEI INDIR - WENCESLAU GUIMARAES;236;64;129073,9;;;02/04/2017;01/10/2019;Encerrado;02/10/2014;31/03/2017;02/02/2018;05/01/2015;31/12/2017
1886;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.040.151-4;300956;CENTRO ESPIRITA SANTISSIMO SACRAMENTO JOAO VITOR PAULINO;17.423.003/0001-30;;CEI JOAO VITOR PAULINO;70;49;53765,12;5099;;14/04/2015;13/10/2017;Encerrado;14/04/2015;;06/07/2015;17/04/2015;15/06/2015
868;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2011-0.061.959-0;300008;ACAO BRASILEIRA DE ASSISTENCIA E CONSCIENTIZACAO DA CIDADANI;04.401.524/0001-45;306699;CR.P.CONV - ABRACCI I;97;9;52591,2;6000;553,94;22/12/2013;21/06/2016;Encerrado;20/12/2013;;31/03/2016;30/07/2014;31/03/2016
639;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.251.666-0;300008;ACAO BRASILEIRA DE ASSISTENCIA E CONSCIENTIZACAO DA CIDADANI;04.401.524/0001-45;306700;CR.P.CONV - ABRACCI II;60;;34498,8;3265,68;205,39;10/10/2013;09/04/2016;Encerrado;10/10/2013;;31/03/2016;15/07/2014;31/03/2016
3789;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2016-0.210.686-6;800038;ASSOCIACAO CRISTA DE EDUCACAO INFANTIL SHAMMAH;11.387.514/0001-68;308728;CR.P.CONV - ADONAI;136;50;79358,64;8800;995,41;12/12/2016;11/06/2019;Encerrado;12/12/2016;12/12/2016;29/01/2018;16/09/2016;31/12/2017
1846;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2011-0.093.680-3;300299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;67.139.907/0001-07;306725;CR.P.CONV - ALTO DA MOOCA;80;18;41116;3500;;20/05/2011;19/11/2013;Encerrado;28/05/2012;;08/04/2015;08/04/2015;
2615;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2016-0.057.709-8;800099;GREMIO AMIGOS DIAS FELIZES;04.064.642/0001-05;306699;CR.P.CONV - AMIGOS FELIZES;97;9;52591,2;6319,59;1016,1;01/04/2016;30/09/2018;Encerrado;30/03/2016;30/03/2016;05/02/2018;21/03/2016;31/12/2017
92018;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0048240-1;800139;ASSOCIAÇÃO FILHOS DE MARIA;73.773.749/0001-45;308933;CR.P.CONV - AMOR DIVINO;111;75;81146,97;11251,54;;15/12/2017;14/12/2022;Aprovado;15/12/2017;29/03/2018;03/04/2018;05/12/2017;
1238;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.028.151-7;300711;NUCLEO DE APOIO E DESENVOLVIMENTO HUMANO - NADHU;67.132.746/0001-20;306497;CR.P.CONV - ANGELICA, IRMA;67;18;46768,8;;;24/07/2015;23/01/2018;Encerrado;16/04/2013;24/07/2015;06/02/2018;23/09/2014;31/12/2017
1035;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.352.885-8;300932;NUCLEO SOCIAL E EDUCACIONAL EDUCANDO;10.172.754/0001-82;307110;CR.P.CONV - AVIAOZINHO DE PAPEL;151;55;72718;8019,43;1697,63;06/09/2016;05/03/2019;Encerrado;06/03/2014;06/03/2014;22/01/2018;05/08/2014;31/12/2017
2311;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.199.707-2;300815;INSTITUTO DE ACAO SOCIAL FORCA E VIDA;02.080.755/0001-79;308458;CR.P.CONV - BEM MAIOR;124;41;69949,6;7020,32;393,02;22/10/2015;21/04/2018;Encerrado;22/10/2015;22/10/2015;23/01/2018;15/10/2015;31/12/2017
6132017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0050330-1;300704;FEDERACAO ESPIRITA DO ESTADO DE SAO PAULO;61.669.966/0001-00;307742;CR.P.CONV - BEZERRA DE MENEZES;79;79;66696,91;;;11/12/2017;10/12/2022;Aprovado;11/12/2017;;19/12/2017;01/12/2017;
774;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2010-0.194.738-6;300704;FEDERACAO ESPIRITA DO ESTADO DE SAO PAULO;61.669.966/0001-00;307742;CR.P.CONV - BEZERRA DE MENEZES;79;79;64817,6;;;27/10/2014;26/04/2017;Encerrado;05/03/2012;27/10/2014;21/09/2017;28/07/2014;26/04/2017
2688;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2016-0.129.100-7;300830;ASS BENEFICENTE LUZ;04.658.156/0001-15;308658;CR.P.CONV - BIJUJU;75;15;44208,6;4000;308,59;29/06/2016;28/12/2018;Encerrado;29/06/2016;29/06/2016;22/01/2018;07/06/2016;16/01/2018
1012017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2017-0.116.795-2;300689;CENTRO DE ASSISTENCIA SOCIAL BRAS MOOCA;62.925.508/0001-58;306698;CR.P.CONV - BRAS MOOCA I;301;36;154467,14;;;16/09/2017;15/09/2022;Aprovado;15/09/2017;;15/09/2017;24/08/2017;
1761;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.304.539-5;300689;CENTRO DE ASSISTENCIA SOCIAL BRAS MOOCA;62.925.508/0001-58;306698;CR.P.CONV - BRAS MOOCA I;301;36;150114,66;;;17/03/2015;16/09/2017;Encerrado;17/03/2015;;24/11/2017;27/03/2015;15/09/2017
787;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2010-0.040.496-6;300689;CENTRO DE ASSISTENCIA SOCIAL BRAS MOOCA;62.925.508/0001-58;306698;CR.P.CONV - BRAS MOOCA I;301;36;128550;;;17/09/2012;16/03/2015;Encerrado;09/08/2012;;27/03/2015;28/07/2014;
1002017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2017-0.115.913-5;300689;CENTRO DE ASSISTENCIA SOCIAL BRAS MOOCA;62.925.508/0001-58;306626;CR.P.CONV - BRAS MOOCA, CENT ASSIS SOC;111;111;89314,29;;;16/09/2017;15/09/2022;Aprovado;15/09/2017;;15/09/2017;24/08/2017;
594;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.184.177-8;300689;CENTRO DE ASSISTENCIA SOCIAL BRAS MOOCA;62.925.508/0001-58;306626;CR.P.CONV - BRAS MOOCA, CENT ASSIS SOC;111;111;86797,89;;;17/03/2015;16/09/2017;Encerrado;09/08/2012;17/03/2015;24/11/2017;11/07/2014;15/09/2017
2583;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2016-0.017.056-7;300942;ASS BENEFICENTE IRMAS GARCIA;14.839.000/0001-94;308574;CR.P.CONV - BRILHO NO OLHAR;146;50;80105,2;7000;1063,53;25/02/2016;24/08/2018;Encerrado;25/02/2016;25/02/2016;05/02/2018;12/02/2016;31/12/2017
1972017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0042279-4;300481;GSS GRUPO SEMPRE SERVINDO;52.808.144/0001-72;307251;CR.P.CONV - CAMINHANDO PARA O FUTURO;109;36;71368;3563,04;878,75;22/10/2017;21/10/2022;Aprovado;20/10/2017;;26/10/2017;03/10/2017;
1912;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.088.527-0;300481;GSS GRUPO SEMPRE SERVINDO;52.808.144/0001-72;307251;CR.P.CONV - CAMINHANDO PARA O FUTURO;91;18;57245,05;3563,04;878,75;22/04/2015;21/10/2017;Encerrado;22/04/2015;22/04/2015;09/02/2018;05/05/2015;21/10/2017
857;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2009-0.204.085-1;300481;GSS GRUPO SEMPRE SERVINDO;52.808.144/0001-72;307251;CR.P.CONV - CAMINHANDO PARA O FUTURO;91;18;57245,05;3563,04;550,19;22/04/2015;21/10/2017;Encerrado;19/10/2012;22/04/2015;05/05/2015;30/07/2014;
905;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2011-0.157.498-0;300481;GSS GRUPO SEMPRE SERVINDO;52.808.144/0001-72;307634;CR.P.CONV - CAMINHANDO PARA O FUTURO II;75;31;41239,5;4512,85;463,11;05/12/2016;04/06/2019;Encerrado;05/06/2014;05/06/2014;06/02/2018;31/07/2014;31/12/2017
2443;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.295.462-8;300862;ASS DOS MORADORES DO JARDIM AUREA;00.585.268/0001-32;308508;CR.P.CONV - CANTINHO DA VOVO HELENA;100;64;64822,4;6100;815,63;09/12/2015;08/06/2018;Encerrado;09/12/2015;09/12/2015;15/01/2018;16/11/2015;31/12/2017
1583;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.040.146-8;800027;ASSOCIAÇÃO LIDER MIGUEL ARCANJO;07.270.691/0001-92;308147;CR.P.CONV - CANTINHO DE OYA;98;32;54132;7000;1011,56;25/03/2017;24/09/2019;Encerrado;25/09/2014;25/09/2014;29/01/2018;26/01/2015;31/12/2017
2312017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0044988-9;300865;ASS NOVA ESPERANCA;00.098.011/0001-56;308263;CR.P.CONV - CANTINHO FELIZ;80;32;56541,44;4523,35;674,63;07/11/2017;06/11/2022;Aprovado;06/11/2017;;06/11/2017;21/10/2017;
1914;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.333.631-4;300865;ASS NOVA ESPERANCA;00.098.011/0001-56;308263;CR.P.CONV - CANTINHO FELIZ;80;32;54948,16;4523,35;674,63;07/05/2015;06/11/2017;Encerrado;07/05/2015;07/05/2015;06/11/2017;11/05/2015;06/11/2017
689;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.015.260-0;300502;INSTITUTO SAO PAULO MELHOR;07.208.563/0001-19;306364;CR.P.CONV - CASA DA CRIANCA;155;57;88319,45;;;11/03/2017;10/09/2019;Encerrado;02/02/2012;22/12/2016;05/02/2018;21/07/2014;31/12/2017
2309;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.255.513-8;800098;CASA DOS INOCENTES;45.702.792/0001-84;308459;CR.P.CONV - CASA DOS INOCENTES;134;36;75656,66;;;28/10/2015;27/04/2018;Encerrado;28/10/2015;19/09/2016;01/02/2018;15/10/2015;31/12/2017
997;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.334.830-2;300932;NUCLEO SOCIAL E EDUCACIONAL EDUCANDO;10.172.754/0001-82;308044;CR.P.CONV - CAVALGANDO O ARCO IRIS;194;78;91193;13391,7;2392,02;04/08/2016;03/02/2019;Encerrado;04/02/2014;04/02/2014;22/01/2018;04/08/2014;31/12/2017
1582;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.310.534-3;300688;CENTRO DE ASSISTENCIA E PROMOCAO SOCIAL ANA VIEIRA;74.110.503/0001-56;306344;CR.P.CONV - CHIQUINHA, IRMA;147;49;88504,18;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;30/06/2015;02/02/2018;26/01/2015;31/12/2017
1063;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.090.474-3;300320;CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;62.264.494/0001-79;400576;CR.P.CONV - CORACAO DE MARIA, CEI;120;18;56091;4200;;20/03/2016;19/09/2018;Encerrado;20/09/2013;20/09/2013;06/02/2018;05/08/2014;31/12/2017
2479;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.295.458-0;800008;ASSOCIAÇÃO INFÂNCIA COM ALIMENTO E AFETO;04.715.127/0001-48;308516;CR.P.CONV - CRESCER E APRENDER;100;33;58622,4;3500;363,27;21/12/2015;20/06/2018;Encerrado;21/12/2015;21/12/2015;31/01/2018;24/11/2015;31/12/2017
2614;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2016-0.057.707-1;800099;GREMIO AMIGOS DIAS FELIZES;04.064.642/0001-05;306700;CR.P.CONV - DIAS FELIZES;60;;34498,8;4317,66;338,45;01/04/2016;30/09/2018;Encerrado;30/03/2016;30/03/2016;05/02/2018;21/03/2016;31/12/2017
1033;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.348.988-5;300685;CASA DA DIVINA PROVIDENCIA MADRE TEREZA MICHEL;60.410.339/0001-98;306410;CR.P.CONV - DIVINA PROVIDENCIA;255;36;130855,38;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;21/09/2016;01/02/2018;04/08/2014;31/12/2017
13112017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0050325-5;300130;ASS BENEFICENTE MUNDO ENCANTADO;08.827.445/0001-51;308935;CR.P.CONV - DOCE ENCANTO;122;36;77350,36;5617,6;;22/12/2017;21/12/2022;Aprovado;22/12/2017;;11/01/2018;28/12/2017;
2382;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.289.029-8;300130;ASS BENEFICENTE MUNDO ENCANTADO;08.827.445/0001-51;308535;CR.P.CONV - DOCE INFANCIA;110;50;66126,4;4828;575,66;09/12/2015;08/06/2018;Encerrado;09/12/2015;09/12/2015;31/01/2018;29/10/2015;31/12/2017
2476;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.295.465-2;800038;ASSOCIACAO CRISTA DE EDUCACAO INFANTIL SHAMMAH;11.387.514/0001-68;308500;CR.P.CONV - EFRAIM;185;87;102317,4;7986;;30/11/2015;26/05/2018;Encerrado;30/11/2015;;29/01/2018;19/11/2015;31/12/2017
3746;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2016-0.160.425-0;800038;ASSOCIACAO CRISTA DE EDUCACAO INFANTIL SHAMMAH;11.387.514/0001-68;308456;CR.P.CONV - EL SHADAI;149;57;85949,51;8400;828,65;15/07/2016;14/01/2019;Encerrado;15/07/2016;15/07/2016;29/01/2018;19/07/2016;31/12/2017
2379;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.269.509-6;301039;ASS CULTURAL E EDUCACIONAL OLHOS BRILHANTES;09.310.607/0001-42;308475;CR.P.CONV - ELOS DA INFANCIA;118;48;69009,6;10166,13;789,6;18/11/2015;17/05/2018;Encerrado;18/11/2015;18/11/2015;23/01/2018;29/10/2015;31/12/2017
2440;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.299.319-4;300815;INSTITUTO DE ACAO SOCIAL FORCA E VIDA;02.080.755/0001-79;308537;CR.P.CONV - ERA UMA VEZ;226;95;119489,2;15000;1305,14;27/11/2015;26/05/2018;Encerrado;27/11/2015;27/11/2015;24/01/2018;16/11/2015;31/12/2017
