Cod OSC;Nome OSC;CNPJ;Tipo_Logradouro;Nome_Logradouro;Endereco_Numero;Complemento;Bairro;CEP;Representante Legal;Portaria Credenciamento;Validade Credenciamento;Data Descredenciamento;Status Credenciamento;;;;;;;;
800197;ASSOCIAÇÃO CULTURAL GIRASSOL DE LUZ;09575019000130;Rua;MIGUEL ROMANO;140   ;;SÃO JOÃO CLÍMACO;4256360;MAURÍCIO PIRES;31;2019-03-31 00:00:00.000;;CREDENCIADA;;;;;;;;
800199;ASSOCIAÇÃO BENEFICENTE ANNE MARRY;07220332000120;Rua;DESEMBARGADOR CÍCERO DE TOLEDO PIZA;199   ;LETRA A;CIDADE KEMEL;8130040;LIO SOARES SOBRINHO;27;2019-03-31 00:00:00.000;;CREDENCIADA;;;;;;;;
800201;ASSOCIAÇÃO EMILIA INES;09344895000156;Rua;TAIUVINHA;423   ;;VILA JACUÍ;8060040;ROBSON HUMPHREYS DA SILVA;28;2019-04-05 00:00:00.000;;CREDENCIADA;;;;;;;;
800204;ASSOCIAÇÃO BENEFICENTE BOA ESPERANÇA;59276147000151;Rua;DOMINGOS ELIAS DE ALMEIDA;141   ;;CAPÃO REDONDO;5859050;RICARDO SOUZA E SILVA DE MARTINI;148;2018-09-21 00:00:00.000;;CREDENCIADA;;;;;;;;
800205;ASSOCIAÇÃO BENEFICENTE DE APOIO AO MENOR;60269586000116;Rua;ONZE DE FEVEREIRO;35    ;;CIDADE VARGAS;4319020;THELER EDUARDO ALVARENGA;33;2019-03-22 00:00:00.000;;CREDENCIADA;;;;;;;;
800206;ASSOCIAÇÃO CULTURAL E EDUCACIONAL MARIA DE NAZARÉ;08439816000128;Avenida;DO JANGADEIRO;161   ;SALA 09;INTERLAGOS;4815020;SUZETE DE SOUZA LIMA;101;2018-10-29 00:00:00.000;;CREDENCIADA;;;;;;;;
800207;INSTITUTO JULIA MELO;04753716000110;Rua;DOUTOR CAMPOS MELLO;451   ;;JARDIM BANDEIRANTES (ZONA NORTE);2994030;RICARDO JOSÉ FERREIRA DA SILVA;79;2018-09-16 00:00:00.000;;CREDENCIADA;;;;;;;;
800208;ASSOCIAÇÃO EDUCACIONAL E ASSISTENCIAL CASA DO PASSARINHO;20428360000104;Rua;MACAJUBA;23    ;B;JARDIM IRACEMA;5847540;ANDRE FELIPE REIS;84;2019-04-27 00:00:00.000;;CREDENCIADA;;;;;;;;
800209;ASSOCIAÇÃO XI DE MARÇO;01677930000147;Rua;ESTEVÃO DA CUNHA DE ABREU;64    ;;VILA NOVA DAS BELEZAS;5777050;LUIS ANTONIO ROSA;220;;;CREDENCIADA;;;;;;;;
800210;ASSOCIAÇÃO UNIÃO DOS MORADORES DO ITAIM PAULISTA - UMIP;11144238000107;Rua;DO COBRE;180   ;;CONJUNTO RESIDENCIAL PRESTES MAIA;8490003;CLAUDIO ROBERTO GONDIM DE SOUZA;14;2017-03-06 00:00:00.000;;CREDENCIADA;;;;;;;;
800211;ASSOCIAÇÃO CRISTA DE CASAIS;47095294000146;Avenida;GUARAPIRANGA;3028  ;;GUARAPIRANGA;4911005;ENIO RICARDO MOREIRA ARANTE;219;2018-12-16 00:00:00.000;;CREDENCIADA;;;;;;;;
800212;ASSOCIAÇÃO CULTURAL BENEFICENTE MÃOS UNIDAS;01493597000116;Avenida;DEOCLECIANO ALVES PEREIRA;349   ;;VILA ROSARIA;8021400;EVERSON TEODORO ALVES;36;2019-05-18 00:00:00.000;;CREDENCIADA;;;;;;;;
800213;ASSOCIAÇÃO EDUCACIONAL KAUE MARQUES;13921177000172;Rua;IMIGRANTES;2112  ;;CIDADE ANTÔNIO ESTEVÃO DE CARVALHO;8226023;CYNTIA MARIA MARQUES FERREIRA;;;;CREDENCIADA;;;;;;;;
800214;INSTITUTO MIRACEMA;02483438000101;Rua;DOUTOR AUGUSTO DO AMARAL;29    ;;VILA NINA;2831030;CELSO CUSTODIO RIBEIRO;92;2018-11-04 00:00:00.000;;CREDENCIADA;;;;;;;;
800216;INSTITUTO MENSAGEM DE PAZ;05761745000197;Avenida;PAULA FERREIRA;3715  ;;VILA PIRITUBA;2915100;WAGNER RIBEIRO DOS SANTOS;104;2018-12-09 00:00:00.000;;CREDENCIADA;;;;;;;;
800217;ÁGAPE PHILOS - INSTITUTO DE APOIO AO CRESCIMENTO E DESENVOLV;10837495000161;Estrada;DAS TAIPAS;452   ;PISO1;JARDIM RINCÃO;2991000;CLAUDINEIDE FERNANDES FIGUEROA;121;2017-10-15 00:00:00.000;;CREDENCIADA;;;;;;;;
800218;ASSOCIAÇÃO BENEFICENTE MORETTI;03980404000187;Rua;ÁLAMO;1     ;;VILA JACUÍ;8050005;RAFAEL QUEIROZ MORETTI;34;2019-05-05 00:00:00.000;;CREDENCIADA;;;;;;;;
800219;ASSOCIACAO BATISTA RENOVADA DA GRAÇA;17315027000176;Avenida;PAULA FERREIRA;1768  ;SALA 1;PIRITUBA;2916000;CLAUDIO MELHADO MARTINEZ;24;2017-03-29 00:00:00.000;;CREDENCIADA;;;;;;;;
800220;ASSOCIACAO COMUNITARIA NOVA JERUZALEM DA CIDADE;08003024000106;Rua;JACOB CORTEZ;52    ;SEDE;PARQUE PANAMERICANO;2992140;SONIA APARECIDA TEIXEIRA;78;2017-09-11 00:00:00.000;;CREDENCIADA;;;;;;;;
800221;SOCIEDADE AMIGOS PENHA BRASIL;69130250000142;Avenida;INAJAR DE SOUZA;26    ;;JARDIM CENTENÁRIO;2882160;MARIA LUCIENE DE LIMA;51;2019-03-03 00:00:00.000;;CREDENCIADA;;;;;;;;
800222;ASSOCIAÇÃO DE MORADORES DO JARDIM IPANEMA;04077765000180;Rua;VICENTE MAZETTI;208   ;TÉRREO;JARDIM IPANEMA (ZONA OESTE);5187030;MARCIA EVANGELISTA RAMOS DALTRO;38;2019-05-12 00:00:00.000;;CREDENCIADA;;;;;;;;
800224;ASSOCIAÇÃO EDUCAR PARA MUDAR;20393976000189;Estrada;DO MESTRE;10    ;QUADRA E;PARQUE TAIPAS;2987160;JUAN RAMON SOTO;70;2018-05-19 00:00:00.000;;CREDENCIADA;;;;;;;;
800225;APOIO ASSOCIAÇÃO DE AUXÍLIO MUTUO DA REGIÃO LESTE;74087081000145;Avenida;SÃO JOÃO;1495  ;PRIMEIRO ANDAR;SANTA CECÍLIA;1211000;MANOEL DEL RIO BLAS FILHO;;;;CREDENCIADA;;;;;;;;
800226;CEI FONTE DA UNÇÃO CELESTIAL;10854325000195;Rua;LAURO JOSÉ DOS SANTOS;27    ;;JARDIM CAROMBÉ;2855020;GENI DA FONSECA MONTEIRO;16;2019-01-19 00:00:00.000;;CREDENCIADA;;;;;;;;
800227;ASSOCIACAO BENEFICENTE MANA XV DE NOVEMBRO;23102382000160;Rua;COSTA BARROS;1976  ;BL O APTO 33;VILA ALPINA;3210000;LUCIA SILMARA LOPES FERREIRA MORAES;69;2019-07-06 00:00:00.000;;CREDENCIADA;;;;;;;;
800228;INSTITUTO SOCIAL GENESARÉ;00979068000164;Rua;ANDRINÓPOLIS;14    ;CASA 2;VILA AMÉLIA;2615080;SILVIA MARIA DE JESUS SANTOS;15;2019-01-19 00:00:00.000;;CREDENCIADA;;;;;;;;
800229;INSTITUTO EDUCACIONAL SER;18325110000199;Rua;ANTONINI FERDINANDO;73    ;;JARDIM PRINCESA;2856050;ANTONIO CARLOS DE FREITAS;81;2018-09-18 00:00:00.000;;CREDENCIADA;;;;;;;;
800230;ASSOCIACAO PORTA FORMOSA;17533006000127;Travessa;JÚLIO SERAFINI;39    ;;CONJUNTO PROMORAR ESTRADA DA PARADA;2873390;WALDEMAR JOSÉ BARBOSA;88;2018-10-08 00:00:00.000;;CREDENCIADA;;;;;;;;
800231;INSTITUTO CASA ALMEIDA;09365520000172;Rua;ALTO TOCANTINS;101   ;;JARDIM PAULISTANO (ZONA NORTE);2814010;LUIS ALGUSTO LIMA DA SILVA;89;2018-10-08 00:00:00.000;;CREDENCIADA;;;;;;;;
800232;CENTRO DE REABILITAÇÃO INFANTIL AMIGOS DO MARINHO;11118357000195;Rua;ERNESTO ZUANELLA;233   ;;PARQUE CONTINENTAL;5327060;DELCI BASTISTA DO NASCIMENTO;8;2017-02-04 00:00:00.000;;CREDENCIADA;;;;;;;;
800233;ESPACO D.I.A.DESENVOLVIMENTO, INTEGRACAO E ACAO;08482612000170;Estrada;DAS TAIPAS;275   ;ALTOS;JARDIM RINCÃO;2991000;KATIA RODRIGUEZ DA SILVA;88;2018-10-21 00:00:00.000;;CREDENCIADA;;;;;;;;
800234;INSTITUTO ASSIS BASILIO;19046633000169;Rua;ROÇA GRANDE;203   ;CASA;JARDIM SANTA CRUZ (ZONA NORTE);2674010;ESTER CAMPOS DE ASSIS MOREIRA;77;2018-08-11 00:00:00.000;;CREDENCIADA;;;;;;;;
800235;INSTITUTO NACIONAL DE ASSISTENCIA E RECUPERACAO SOCIAL - INA;12921042000144;Rua;BOM SUCESSO;504   ;SALA 01;CIDADE MÃE DO CÉU;3305000;SILVIO DE ALMEIDA VILELA;61;2019-07-03 00:00:00.000;;CREDENCIADA;;;;;;;;
800236;INSTITUTO AMOR E ALEGRIA;04070144000175;Estrada;DAS TAIPAS;1070  ;PREDIO 6 AP:3-B;JARDIM RINCÃO;2991000;RICARDO ARNOLD CORREIA;12;2019-02-04 00:00:00.000;;CREDENCIADA;;;;;;;;
800238;INSTITUTO ESTRELA DO AMANHA;13086051000120;Rua;PADRE JOSÉ NATUZZI;120   ;;VILA PEREIRA CERCA;2931090;JOSÉ CARLOS BATISTA;134;2017-12-16 00:00:00.000;;CREDENCIADA;;;;;;;;
800240;INSTITUTO LUA DE CRISTAL;11625765000133;Rua;JOÃO JACINTO DE MENDONÇA;17    ;;JARDIM RUSSO;5211050;VALERIA CRISTINA DOMINGUES SIMONETTI;120;2017-10-15 00:00:00.000;;CREDENCIADA;;;;;;;;
800241;INSTITUTO ESTRELA DE DAVI;03930908000192;Rua;NOEL ROSA;12    ;;RESIDENCIAL SOL NASCENTE;5282030;GILSON COSTA MENDES;27;2018-02-09 00:00:00.000;;CREDENCIADA;;;;;;;;
800242;INSTITUTO SOCIAL E EDUCACIONAL RENOVAÇÃO;21082489000168;Avenida;MUTINGA;1595  ;;JARDIM SANTO ELIAS;5110000;;80;2018-09-16 00:00:00.000;;CREDENCIADA;;;;;;;;
800243;INSTITUTO UNIÃO PRECIOSA - IUP;18130487000192;Rua;DOUTOR JOÃO RODRIGUES DE ABREU;144   ;CASA 01;PERUS;5202090;FERNANDO DE FREITAS TRENTIN;25;2017-04-09 00:00:00.000;;CREDENCIADA;;;;;;;;
800244;INSTITUTO QUERUBIM;05696094000107;Rua;JOSÉ GERVÁSIO SOUZA;409   ;;JARDIM BRASÍLIA (ZONA NORTE);2859070;SANDRA DE OLIVEIRA SOARES;102;2018-11-26 00:00:00.000;;CREDENCIADA;;;;;;;;
800245;INSTITUTO NOVA ESPERANCA;09259377000134;Rua;PHILONÍLIA GONÇALVES DOS SANTOS;105   ;BLOBO 2 AP 12;PARQUE NAÇÕES UNIDAS;2996165;FABIO RODRIGUES PEREIRA;78;2018-08-14 00:00:00.000;;CREDENCIADA;;;;;;;;
800246;INSTITUTO PROPAV;01309460000169;Rua;FRIEDRICH VON VOITH;55    ;;JARDIM SÃO JOÃO (JARAGUÁ);2995000;JURANDIR DE LUNA COSTA;124;2017-10-29 00:00:00.000;;CREDENCIADA;;;;;;;;
800247;VIVER SEMPRE FELIZ;10747881000162;Estrada;DAS TAIPAS;990   ;;PARQUE NAÇÕES UNIDAS;2996055;PAULA CRISTINA DE CARVALHO;105;2018-12-09 00:00:00.000;;CREDENCIADA;;;;;;;;
800248;ASSOCIACAO BRASILEIRA DE CAPACITACAO E CIDADANIA;11297715000174;Rua;DOUTOR GORDIANO GAUDÊNCIO ROSSI;227   ;;VILA PENTEADO;2864100;SERGIO ANTONIO DA SILVA;57;2019-03-18 00:00:00.000;;CREDENCIADA;;;;;;;;
800249;ASSOCIAÇÃO JUVENTUDE BRASILEIRA;00821788000105;Rua;AGOSTINO ALEGRO;22    ;;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8255050;MIRIAM ALVES SILVA;43;2017-05-21 00:00:00.000;;CREDENCIADA;;;;;;;;
800252;ASSOCIACAO COMUNITARIA DO LAJEADO E ADJACENCIAS;05118910000197;Rua;JOÃO DE SIQUEIRA AFONSO;23    ;A;LAJEADO;8452000;DANIELA PEREIRA DOS SANTOS;11;2019-02-26 00:00:00.000;;CREDENCIADA;;;;;;;;
800253;ASSOCIAÇÃO FAMILIA UNIDA EM CRISTO FUEC;11001785000133;Rua;DONATO ALVAREZ;162   ;CASA;JARDIM DAMASCENO;2879130;LEANDRO RAIMUNDO;76;2019-06-03 00:00:00.000;;CREDENCIADA;;;;;;;;
800254;INSTITUTO AMANA;07590278000105;Avenida;IMIRIM;4282  ;SALA 05;IMIRIM;2464700;LUCIANO DA SILVA PEREIRA;89;2019-07-05 00:00:00.000;;CREDENCIADA;;;;;;;;
800255;ASSOCIAÇÃO MOVIMENTO MORADIA EM DEFESA DOS DIREITOS SOCIAIS;03880631000130;Rua;MARCONI;34    ;CONJUNTO 40;REPÚBLICA;1047000;EDINALVA SILVA FRANCO;88;2019-08-25 00:00:00.000;;CREDENCIADA;;;;;;;;
800256;INSTITUTO EDUCACIONAL SOSSEGO DA MAMAE;09208941000190;Rua;HAMILTON DE ARAÚJO;22    ;;VILA CAIÚBA;5207010;ANSELMO ANTUNES TURIEL;63;2019-08-16 00:00:00.000;;CREDENCIADA;;;;;;;;
800257;ASSOCIAÇÃO VIRTUDE PLENA;00000048000108;Rua;TUCUNDUVA;154   ;;VILA SÃO VICENTE;2733100;PAULO CESAR GOMES;69;2019-05-12 00:00:00.000;;CREDENCIADA;;;;;;;;
800258;ASSOCIAÇÃO ALLOY MIT;06996944000147;Rua;CARLOS PORTO CARREIRO;280   ;;JARDIM DAS GRAÇAS;2713030;DENIS WILLIAN DA SILVA;68;2019-05-13 00:00:00.000;;CREDENCIADA;;;;;;;;
800259;ASSOCIAÇÃO EDUCACIONAL CLUBE DOS LEOEZINHOS;11607191000170;Rua;CIRILO CORREIA;134   ;;JARDIM DAMASCENO;2879180;ROSA DOS SANTOS LIMA;52;2019-03-15 00:00:00.000;;CREDENCIADA;;;;;;;;
800260;ASSOCIAÇÃO FILHOS DO CORAÇÃO - ASFICO;08541400000116;Rua;SANTO UBALDO;28    ;APT 31 BLOCO F;VILA PALMEIRAS;2725050;MARCIO MOREIRA BOFF;58;2019-03-30 00:00:00.000;;CREDENCIADA;;;;;;;;
800261;INSTITUTO LUISA DE MARILLAC;21018779000142;Rua;DOMINGOS DE MARTINS PACHECO;48    ;BLOCO: 9 APT: 31;JARDIM NÉLIA;8142120;CRISTIANE NÓBREGA DE SOUZA;55;2019-08-05 00:00:00.000;;CREDENCIADA;;;;;;;;
800262;INSTITUTO BENEFICENTE ARCA DE NOE;06330540000110;Rua;TEJUNHANA;163   ;A;JARDIM CAMARGO NOVO;8121150;GILCERLENE ARAUJO SANTANA;64;2019-08-18 00:00:00.000;;CREDENCIADA;;;;;;;;
800263;ASSOCIAÇÃO UNIDOS VENCEREMOS PARA UM FUTURO MELHOR;04347619000128;Rua;JOÃO TAVARES;468   ;;LIMOEIRO;8051380;DIEGO CORDEIRO DE OLIVEIRA;52;2019-07-18 00:00:00.000;;CREDENCIADA;;;;;;;;
800264;ASSOCIAÇÃO DE BAIRRO CASA BRANCA PARQUE SÃO MIGUEL;14393416000121;Rua;RICARDO MACEDO;12    ;;PARQUE SÃO MIGUEL;4855020;DOUGLAS DIEGO SOBRAL;65;2019-09-03 00:00:00.000;;CREDENCIADA;;;;;;;;
800265;CENTRO DE DESENVOLVIMENTO E AMPARO A PESSOA;17697986000101;Avenida;ENGENHEIRO HEITOR ANTÔNIO EIRAS GARCIA;3511  ;A;JARDIM ESMERALDA;5564100;LARISSA RUGONI CAMPOS;35;2018-12-07 00:00:00.000;;CREDENCIADA;;;;;;;;
800266;ABRIGO EDUCACIONAL TOQUE PARA O FUTURO;18194075000116;Rua;ANTÔNIO DIAS DA SILVA;356   ;;VILA AMÁLIA (ZONA NORTE);2618110;EDMILSON PEREIRA;56;2019-03-16 00:00:00.000;;CREDENCIADA;;;;;;;;
800267;ASSOCIAÇÃO CELIA MATHILDES DE LEAO SILVA;06128226000159;Rua;CORONEL GONZAGA DE CARVALHO;45    ;;JARDIM PRIMAVERA (ZONA NORTE);2755130;;184;2019-09-20 00:00:00.000;;CREDENCIADA;;;;;;;;
800268;ASSOCIAÇÃO BENEFICENTE CORAÇÃO AMIGO;17553212000107;Rua;CRISTÓVÃO SANTIAGO;160   ;;JARDIM ONDINA;2871040;LUIZ CARLOS GASIUNAS;180;2019-09-13 00:00:00.000;;CREDENCIADA;;;;;;;;
800269;ASSOCIAÇÃO COMERCIAL DE HELIOPOLIS E REGIÃO;11671954000142;Rua;SÃO VICENTE DE PAULA;73    ;;CIDADE NOVA HELIÓPOLIS;4236060;FRANCISCO LUCENA DE OLIVEIRA;105;2019-09-26 00:00:00.000;;CREDENCIADA;;;;;;;;
800270;ASSOCIAÇÃO CULTURAL MENINOS DE OURO;23896713000180;Avenida;ÁGUIA DE HAIA;4230  ;;JARDIM SORAIA;3889000;;71;2019-09-21 00:00:00.000;;CREDENCIADA;;;;;;;;
800271;ASSOCIAÇÃO BENEFICENTE CAMINHO BRILHANTE;12272013000107;Rua;JOSÉ NICCOLINI;333   ;;VILA CAVATON;2962110;;206;2019-10-13 00:00:00.000;;CREDENCIADA;;;;;;;;
800272;MOVIMENTO POPULAR DE MORADIA UNIDOS DE NOSSA SENHORA APARECI;02718486000123;Avenida;DEPUTADO EMÍLIO CARLOS;2744  ;;LIMÃO;2720200;VERA LUCIA SOARES;205;2019-10-13 00:00:00.000;;CREDENCIADA;;;;;;;;
800273;CLUBE DAS MAES CARENTES DA SHEAB I;00000130000124;Rua;DULCE GARCIA AQUILINO;9     ;;BRASILÂNDIA;2845030;;204;2019-10-13 00:00:00.000;;CREDENCIADA;;;;;;;;
800274;ASSOCIAÇÃO UNIDOS PELO RESGATE DA CIDADANIA;05461205000198;Rua;JOSÉ PESSOTA;14    ;B;PARQUE SANTA RITA;8150020;LIDIA FREIRE PEREIRA;85;2019-10-27 00:00:00.000;;CREDENCIADA;;;;;;;;
800275;ASSOCIACAO BENEFICENTE COMUNITARIA MARCO TUBIAS DOS SANTOS;03462778000100;Rua;MÁRIO VIEIRA SANTOS;8     ;;VILA ROSARIA;8021360;NADYA JULIANA NEVES;82;2019-10-14 00:00:00.000;;CREDENCIADA;;;;;;;;
800276;ASSOCIAÇÃO BENEFICENTE ROLEBRUNE;03735253000100;Rua;FLOR DA MADRUGADA;203   ;;CONJUNTO PROMORAR SAPOPEMBA;3927020;MARIA PAULA UCHOA DE ANDRADE;81;2019-10-14 00:00:00.000;;CREDENCIADA;;;;;;;;
800278;ASSOCIAÇÃO RAFAEL RODRIGUES SILVA;73863235000180;Rua;BACAÚBAS;33    ;;BURGO PAULISTA;3682090;KELLY CRISTINA MIGLIORINI;246;2019-11-23 00:00:00.000;;CREDENCIADA;;;;;;;;
800279;ASSOCIAÇÃO FILANTRÓPICA DO MEIO AMBIENTE;02359051000130;Rua;MOISÉS MARX;564   ;;VILA ARICANDUVA;3507000;RITA DE CASSIA NICOLAI;247;2019-11-23 00:00:00.000;;CREDENCIADA;;;;;;;;
800280;INSTITUTO EDUCACIONAL E AÇÃO SOCIAL GUADALUPE;05239684000100;Rua;ALTO ANGICO;71    ;;VILA FRUGOLI;3674060;CATIA DE OLIVEIRA SANTANA;140;2019-07-13 00:00:00.000;;CREDENCIADA;;;;;;;;
800281;ASSOCIAÇÃO CRIANÇA FELIZ;01288469000130;Rua;ITAPURA;633   ;SALA 122 A;VILA GOMES CARDIM;3310000;BRUNA COELHO TONGNASSINI;160;2019-08-11 00:00:00.000;;CREDENCIADA;;;;;;;;
800282;RECANTO DE GLÓRIA;04345931000182;Rua;DOS BUENOS;299   ;;JARDIM PONTE RASA;3884010;;139;2019-07-13 00:00:00.000;;CREDENCIADA;;;;;;;;
800283;ASSOCIAÇÃO DOS MORADORES DO CONJUNTO HABITACIONAL ITAJUIBE U;03532026000179;Rua;VICTÓRIA SIMIONATO;120   ;;VILA PARANAGUÁ;3808170;FERNANDA ALVES RIBEIRO GONÇALVES;75;2019-04-12 00:00:00.000;;CREDENCIADA;;;;;;;;
800284;ASS BENEFICENTE COM PEQUENO VENCEDOR;02456912000106;Avenida;MARECHAL TITO;5345  ;;ITAIM PAULISTA;8115100;;88;2019-11-08 00:00:00.000;;CREDENCIADA;;;;;;;;
800286;CAMEF-CENTRO DE APOIO AO MENOR ADOLESCENTE E FAMILIA;03723966000145;Rua;IRMÃO FABIANO;81    ;;JARDIM SÃO PEDRO;8420590;ELESIO FARIA FILHO;;;;CREDENCIADA;;;;;;;;
800287;ASSOCIAÇÃO BENEFICENTE AOS CARENTES CRIATIVA DE SÃO MIGUEL P;14455660000171;Rua;MÁRIO GRACCHO;81    ;;PARQUE SONIA;8020100;VANESSA REGINA CONSTANCIO DOS SANTOS;;;;CREDENCIADA;;;;;;;;
800290;ASSOCIAÇÃO BENEFICENTE IMPERADOR;23360603000108;Avenida;OURO VERDE DE MINAS;2034  ;;JARDIM IMPERADOR (ZONA LESTE);3937090;;;;;CREDENCIADA;;;;;;;;
800293;ASSOCIAÇÃO BENEFICENTE GOTINHA DE AMOR;17706970000100;Rua;ALBUQUERQUE COELHO;13    ;CASA 4;VILA ZEFIRA;8411140;ROSANIA BATISTA SILVA;;;;CREDENCIADA;;;;;;;;
800298;ASSOCIAÇÃO BENEFICIENTE SÃO MIGUEL ARCANJO;00935945000103;Rua;MARIANO GALVÃO BUENO TRIGUEIRINHO;62    ;;PARQUE GUARANI;8235330;ALEXANDRE DA COSTA PEREIRA;;;;CREDENCIADA;;;;;;;;
800299;ASSOCIAÇÃO COMUNITARIA E BENEFICENTE DOS MORADORES DO JARDIM;00098026000114;Rua;VISTOSA DA MADRE DE DEUS;39    ;;JARDIM NOEMIA;8180110;;;;;CREDENCIADA;;;;;;;;
800300;ASSOCIAÇÃO BENEFICENTE ANJOS DE OURO;22227741000142;Rua;SIMONE MARTINI;32    ;;JARDIM SANTA MARIA;3573170;PATRICIA CAVALCANTE CURCINO DE EÇA;;;;CREDENCIADA;;;;;;;;
800301;ASSOCIAÇÃO BENEFICENTE TOQUE DE ESPERANÇA;13370753000130;Rua;JAPICHAUA;600   ;B;JARDIM MATARAZZO;3813310;ELINEIA GOMES DE JESUS;;;;CREDENCIADA;;;;;;;;
800305;ASSOCIAÇÃO CAMINHO DOS ANJOS;07030165000155;Estrada;DE POÁ;526   ;;JARDIM SOARES;8460000;JOSÉ ALEXANDRE GORGUEIRA;;;;CREDENCIADA;;;;;;;;
800306;ASSOCIAÇÃO CLUBE DAS MAES JARDIM IRENE GUAIANASES;13681396000121;Rua;JOSÉ FURTADO;14    ;;JARDIM IRENE;8431760;JANETE BATISTA DA SILVA BORGES MUNIZ;;;;CREDENCIADA;;;;;;;;
800308;ARAPARI ASSOCIAÇÃO COMUNITÁRIA;05214357000196;Rua;BARTOLOMEO BELLAND;342   ;;BURGO PAULISTA;3682070;REGIANI BARBOSA TEIXEIRA;7;2020-01-27 00:00:00.000;;CREDENCIADA;;;;;;;;
800309;ASSOCIAÇÃO BENEFICENTE MUNDO IDEAL;58489881000136;Travessa;BENVENUTO CORONARO;88    ;;JARDIM DONÁRIA;2990322;ADILSON GOMES DE ALMEIDA;14;2018-01-29 00:00:00.000;;CREDENCIADA;;;;;;;;
800310;ASSOCIAÇÃO BENEFICENTE SOUZA GIL;03607729000119;Rua;DAS ARARAS;27    ;;RECANTO PARAÍSO;5210150;GILSON GONÇALVES DE AGUIAR;26;2018-02-09 00:00:00.000;;CREDENCIADA;;;;;;;;
800311;CASA DE APOIO SOCIAL SERVUS;10585864000176;Rua;VASCO BALBOA;338   ;;JARDIM IPANEMA (ZONA OESTE);5187000;WALTER ALMEIDA RODRIGUES;97;2019-11-23 00:00:00.000;;CREDENCIADA;;;;;;;;
800312;INSTITUTO CONSTRUINDO SONHOS;10873242000143;Rua;ÂNGELO DA SILVA;100   ;AP: 33;PARQUE NAÇÕES UNIDAS;2996140;RAFAEL DE SOUZA GALDINO;72;2019-09-17 00:00:00.000;;CREDENCIADA;;;;;;;;
800313;ASSOCIAÇÃO COMUNITARIA AMANHA PARA TODOS DO PARQUE SANTO ANT;08541314000103;Rua;JOAQUIM DAS NEVES CORTICEIRO;529   ;;CHÁCARA SANTANA;5821080;SONIA CONCEIÇÃO MELO;;;;CREDENCIADA;;;;;;;;
800314;ASSOCIAÇÃO FRATERNIDADE CASA ESPERANÇA E VIDA;18073109000114;Rua;VALENTE DE NOVAIS;51    ;;ITAIM PAULISTA;8120420;;1232016;2019-12-14 00:00:00.000;;CREDENCIADA;;;;;;;;
800315;ASSOCIACAO COMUNITARIA SANTOS DO JARDIM DAS OLIVEIRAS;11812060000125;Rua;TOSHIO YOSHIDA;2     ;;JARDIM ROMANO;8111710;ISABEL DE LOURDES VAROTTO;122;2016-12-14 00:00:00.000;;CREDENCIADA;;;;;;;;
800316;ASSOCIAÇÃO CHALEGRE ANJOS;55649040000150;Rua;ARICÁ-MIRIM;76    ;;BURGO PAULISTA;3680010;WALDIR FIRMINO DOS ANJOS;8;2020-02-10 00:00:00.000;;CREDENCIADA;;;;;;;;
800317;ASSOCIAÇÃO TATIANA CORREIA DE SANTANA;05155638000115;Rua;MANUEL LEMES DA SILVA;214   ;;JARDIM DAS OLIVEIRAS;8122140;TATIANA CORREIA DE SANTANA;;;;CREDENCIADA;;;;;;;;
800321;LAR ESCOLA JÊSUE FRANTZ;55062111000114;Rua;CAMARGO;184   ;;PAULICÉIA;9682100;SANDRA LIA MENDES SAVIO;;;;CREDENCIADA;;;;;;;;
800327;ASSOCIAÇÃO BENEFICENTE IRMÃ IDELFRANCA;02537887000187;Rua;EDALBERTO DOS SANTOS;30    ;;VILA PIRACICABA;8090120;CRISTÓVÃO DE OLIVEIRA;;;;CREDENCIADA;;;;;;;;
800328;ASSOCIAÇÃO BENEFICENTE COMUNITARIA THEREZINHA DE JESUS;11409431000122;Rua;EDWARD FÉLIX DE MORAES;372   ;LOTE B;VILA CAMPANELA;8220400;CARLOS AUGUSTO BARBOSA;;;;CREDENCIADA;;;;;;;;
800329;ASSOCIAÇÃO SÃO VICENTE DE PAULO;33570052000152;Rua;JERÔNIMA DIAS;123   ;;ÁGUA FRIA;2407000;HAROLD HERCY COELHO JUNIOR;;;;CREDENCIADA;;;;;;;;
800336;ASSOCIAÇÃO PROJETO GERAÇÃO RESGATE;10299236000124;Rua;ATURUA;10    ;B;PARQUE CRUZEIRO DO SUL;8070006;MAURICEA GOMES DE ARAUJO;;;;CREDENCIADA;;;;;;;;
800337;SEMEAR-ASSOCIAÇÃO PARA INTEGRAÇÃO E APOIO ÀS PESSOAS COM DEF;61406724000124;Rua;PEDRO CACUNDA;547   ;;JARDIM SÃO PAULO(ZONA NORTE);2046090;MACIEL DE ASSIS ALBUQUERQUE;;;;CREDENCIADA;;;;;;;;
800338;CENTRO ESPIRITA UNIAO;61967220000183;Rua;DOS DEMOCRATAS;527   ;;VILA MONTE ALEGRE;4305000;FRANCISCO GALVES;;;;CREDENCIADA;;;;;;;;
800339;INSTITUTO RECANTO OESTE II;73002842000156;Rua;ANTÚRIO ROSA;1     ;;CONJUNTO HABITACIONAL RECANTO DOS HUMILD;5209070;;;;;CREDENCIADA;;;;;;;;
