Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código Instituição;Instituição;CNPJ;Código Escola;Unidade Conveniada;Vagas Contratadas;Vagas Berçário Contratadas;Total Mensal;Despesa de Instalação;IPTU;Data Início;Data Término;Situação Convênio;Data Lavratura do Termo;Data Lavratura do Aditamento;Data de Atualização;Data Solicitação Convênio
2121;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.178.600-4;800044;ASSOCIAÇÃO E CENTRO DE APOIO SOCIAL DE EDUCAÇÃO BRINCAR PARA;02.406.323/0001-05;308.343;CR.P.CONV - CRIANCA DA GENTE;106;57;65.884,80;8.832,00;;05/08/2015;04/02/2018;Encerrado;05/08/2015;01/05/2016;22/11/2016 16:24;05/08/2015
670;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.060.321-4;300094;ASS COMUNITARIA BENEFICENTE DO CONJUNTO RESIDENCIAL ITAJUIBE;03.775.221/0001-20;306.760;CR.P.CONV - CRIANCA DO AMANHA;67;18;45.450,88;3.181,31;;25/09/2016;24/03/2019;Aprovado;25/03/2014;26/09/2016;27/09/2016 09:49;18/07/2014
2461;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.300.125-0;300094;ASS COMUNITARIA BENEFICENTE DO CONJUNTO RESIDENCIAL ITAJUIBE;03.775.221/0001-20;307.038;CR.P.CONV - CRIANCA DO AMANHA II;67;18;45.450,88;4.425,65;;16/11/2015;15/05/2018;Aprovado;18/11/2015;06/01/2017;19/01/2017 11:05;18/11/2015
675;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.310.957-0;300094;ASS COMUNITARIA BENEFICENTE DO CONJUNTO RESIDENCIAL ITAJUIBE;03.775.221/0001-20;307.038;CR.P.CONV - CRIANCA DO AMANHA II;74;;40.761,28;4.028,39;;14/11/2013;13/05/2016;Encerrado;14/11/2013;31/01/2014;18/11/2015 11:10;18/07/2014
2455;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.282.514-3;300336;CLUBE DE MAES CRIANCA ESPERANCA;00.229.779/0001-11;306.524;CR.P.CONV - CRIANCA ESPERANCA;70;25;48.473,60;;;03/11/2015;02/05/2018;Aprovado;05/11/2015;;16/05/2017 16:06;18/11/2015
632;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.160.943-5;300336;CLUBE DE MAES CRIANCA ESPERANCA;00.229.779/0001-11;306.524;CR.P.CONV - CRIANCA ESPERANCA;70;25;43.972,00;;;19/07/2013;18/01/2016;Encerrado;19/07/2013;;18/11/2015 08:16;15/07/2014
2133;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.168.291-8;300366;CENTRO SOCIAL BENEFICENTE DE RECUPERACAO EL SHADAI;02.986.801/0001-01;308.344;CR.P.CONV - CRIANCA FELIZ;77;32;53.468,80;7.320,00;;05/08/2015;04/02/2018;Aprovado;05/08/2015;09/12/2016;19/01/2017 09:11;06/08/2015
2690;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.112.482-8;300366;CENTRO SOCIAL BENEFICENTE DE RECUPERACAO EL SHADAI;02.986.801/0001-01;308.685;CR.P.CONV - CRIANCA FELIZ II;94;45;58.560,00;5.946,45;;22/06/2016;21/12/2018;Encerrado;22/06/2016;22/06/2016;20/04/2017 15:54;08/06/2016
2694;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.112.483-6;300366;CENTRO SOCIAL BENEFICENTE DE RECUPERACAO EL SHADAI;02.986.801/0001-01;308.684;CR.P.CONV - CRIANCA FELIZ III;97;36;63.928,15;5.465,55;;22/06/2016;21/12/2018;Aprovado;22/06/2016;22/06/2016;03/03/2017 12:35;09/06/2016
2695;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.112.474-7;300366;CENTRO SOCIAL BENEFICENTE DE RECUPERACAO EL SHADAI;02.986.801/0001-01;308.686;CR.P.CONV - CRIANCA FELIZ IV;152;68;94.786,70;9.407,40;;22/06/2016;21/12/2018;Aprovado;22/06/2016;24/04/2017;12/06/2017 11:11;09/06/2016
4829;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.241.891-4;301098;ASS E CENTRO DE APOIO SOCIAL E EDUC PARAISO INFANTIL ACASEPI;15.477.758/0001-92;308.345;CR.P.CONV - CRIANCA NOSSO BEM MAIOR;181;71;107.589,86;6.155,00;;12/11/2016;11/05/2019;Aprovado;16/11/2016;17/11/2016;04/04/2017 09:19;22/11/2016
2122;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.178.607-1;800044;ASSOCIAÇÃO E CENTRO DE APOIO SOCIAL DE EDUCAÇÃO BRINCAR PARA;02.406.323/0001-05;308.345;CR.P.CONV - CRIANCA NOSSO BEM MAIOR;173;63;92.959,80;6.155,00;;05/08/2015;04/02/2018;Encerrado;05/08/2015;;22/11/2016 16:25;05/08/2015
858;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.013.202-3;300445;INSTTUTO CRIANCA CIDADA;03.205.769/0001-34;306.652;CR.P.CONV - CURUCA, CRECHE PRE ESC;250;54;132.730,62;;;15/09/2015;14/03/2018;Aprovado;15/03/2013;28/12/2016;19/01/2017 10:46;30/07/2014
20170056;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2017-0.049.329-5;300067;ASS BENEFICENTE COMUNITARIA EM ITAQUERA E ADJACENCIAS;00.265.814/0001-58;307.126;CR.P.CONV - DAMARIS CASTILHO III;238;57;128.367,90;10.076,57;;03/04/2017;02/10/2019;Aprovado;30/03/2017;;30/03/2017 09:19;28/03/2017
1635;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2012-0.032.786-8;300067;ASS BENEFICENTE COMUNITARIA EM ITAQUERA E ADJACENCIAS;00.265.814/0001-58;307.126;CR.P.CONV - DAMARIS CASTILHO III;238;57;128.367,90;10.076,57;;03/10/2014;02/04/2017;Encerrado;03/04/2012;01/02/2016;28/03/2017 15:16;06/02/2015
2696;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.122.176-9;800099;GREMIO AMIGOS DIAS FELIZES;04.064.642/0001-05;308.656;CR.P.CONV - DUDA CORUJINHA;140;68;89.762,54;9.800,00;954,12;20/06/2016;19/12/2018;Aprovado;20/06/2016;20/06/2016;03/03/2017 12:21;09/06/2016
2120;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.186.136-7;301023;INSTITUTO EDUCACIONAL AMOR ETERNO;11.757.726/0001-90;308.365;CR.P.CONV - EDUCARTE;158;48;92.889,18;6.500,00;;05/08/2015;04/02/2018;Aprovado;05/08/2015;05/08/2015;07/02/2017 10:50;05/08/2015
2348;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.187.408-6;800100;ASSOCIAÇÃO EM FAVOR E DEFESA DA COMUNIDADE;59.291.278/0001-08;308.462;CR.P.CONV - EFATA;119;36;73.881,17;3.718,00;;16/09/2015;15/03/2018;Aprovado;16/09/2015;09/12/2016;19/01/2017 09:22;23/10/2015
2504;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.306.239-9;800100;ASSOCIAÇÃO EM FAVOR E DEFESA DA COMUNIDADE;59.291.278/0001-08;308.551;CR.P.CONV - ELOHIM KADOSH;96;47;65.901,02;4.538,00;;18/12/2015;17/06/2018;Aprovado;18/12/2015;18/12/2015;30/01/2017 10:24;10/12/2015
4820;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.238.267-7;800201;ASSOCIAÇÃO EMILIA INES;09.344.895/0001-56;308.711;CR.P.CONV - EMILIA INES;86;18;54.820,16;3.402,00;103,9;29/10/2016;28/04/2019;Aprovado;31/10/2016;31/10/2016;06/06/2017 11:53;08/11/2016
472017;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2017-0.097.151-0;300445;INSTTUTO CRIANCA CIDADA;03.205.769/0001-34;308.200;CR.P.CONV - ERVA DO SERENO;300;104;164.688,62;21.556,14;;01/07/2017;31/12/2022;Aprovado;30/06/2017;;03/08/2017 11:12;19/07/2017
1250;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.286.206-3;300445;INSTTUTO CRIANCA CIDADA;03.205.769/0001-34;308.200;CR.P.CONV - ERVA DO SERENO;300;104;164.688,62;21.556,14;;01/01/2015;30/06/2017;Encerrado;19/11/2014;19/11/2014;20/07/2017 10:34;26/11/2014
661;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.084.011-9;300537;MOCA MOVIMENTO DE ORIENTACAO A CRIANCA E AO ADOLESCENTE;73.386.070/0001-01;307.084;CR.P.CONV - ESPACO AMIGO;312;48;157.365,90;9.529,00;;16/11/2016;15/05/2019;Aprovado;16/05/2014;11/11/2016;06/06/2017 10:04;17/07/2014
2458;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.300.118-7;300235;ATIPA - ASS DOS TRAB DE ITAIM PAULISTA E PQ PAULISTANO;55.871.768/0001-22;306.836;CR.P.CONV - ESPACO FELIZ;62;18;42.985,28;3.135,94;;16/11/2015;15/05/2018;Aprovado;18/11/2015;18/11/2015;06/02/2017 09:18;18/11/2015
599;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.216.825-4;300235;ATIPA - ASS DOS TRAB DE ITAIM PAULISTA E PQ PAULISTANO;55.871.768/0001-22;306.836;CR.P.CONV - ESPACO FELIZ;65;;36.735,40;2.780,00;;16/09/2013;15/03/2016;Encerrado;16/09/2013;;18/11/2015 09:42;11/07/2014
1482;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.011.556-2;300235;ATIPA - ASS DOS TRAB DE ITAIM PAULISTA E PQ PAULISTANO;55.871.768/0001-22;308.220;CR.P.CONV - ESPACO FELIZ II;148;65;92.450,54;14.440,00;;19/06/2017;18/12/2019;Aprovado;19/12/2014;10/05/2017;24/05/2017 16:59;22/12/2014
1835;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.380.463-4;300235;ATIPA - ASS DOS TRAB DE ITAIM PAULISTA E PQ PAULISTANO;55.871.768/0001-22;308.172;CR.P.CONV - ESPACO FELIZ III;91;32;60.331,77;4.150,77;;07/05/2017;06/11/2019;Aprovado;07/11/2014;05/05/2017;16/05/2017 11:42;02/04/2015
1833;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.265.917-9;300847;ASS BENEFICENTE KAIROS;04.160.147/0001-08;308.175;CR.P.CONV - ESPACO KAIROS II;113;39;71.828,15;2.600,00;81,15;06/05/2017;05/11/2019;Aprovado;06/11/2014;28/04/2017;11/05/2017 11:47;02/04/2015
620;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.123.676-0;300601;UNIAO DOS MORADORES DOS JARDINS NELIAS I II III E ADJACENCIA;60.375.888/0001-79;306.947;CR.P.CONV - ESPACO VIDA CRIATIVA;140;45;84.691,50;7.549,03;840,53;20/11/2015;19/05/2018;Aprovado;20/05/2013;20/05/2013;23/05/2017 10:23;14/07/2014
2676;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.080.429-9;800210;ASSOCIAÇÃO UNIÃO DOS MORADORES DO ITAIM PAULISTA - UMIP;11.144.238/0001-07;308.647;CR.P.CONV - ESPERANCA;136;64;87.205,90;6.675,00;703,29;31/05/2016;29/11/2018;Aprovado;31/05/2016;31/05/2016;03/03/2017 12:24;11/05/2016
1402017;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2017-0.142.667-2;300555;SERVICO COMUNITARIO DO ITAIM PAULISTA;01.420.396/0001-99;307.246;CR.P.CONV - ESTACAO CRIANCA;122;43;76.714,30;6.588,29;393,41;25/09/2017;24/09/2022;Aprovado;22/09/2017;;25/09/2017 16:05;15/09/2017
1902;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.306.307-5;300555;SERVICO COMUNITARIO DO ITAIM PAULISTA;01.420.396/0001-99;307.246;CR.P.CONV - ESTACAO CRIANCA;122;43;76.714,30;6.588,29;393,41;25/03/2015;24/09/2017;Encerrado;25/03/2015;25/03/2015;25/09/2017 11:59;30/04/2015
626;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2010-0.012.063-1;300555;SERVICO COMUNITARIO DO ITAIM PAULISTA;01.420.396/0001-99;307.246;CR.P.CONV - ESTACAO CRIANCA;137;25;67.585,00;4.996,53;236,55;25/09/2012;24/03/2015;Encerrado;25/03/2010;13/09/2013;30/04/2015 15:54;14/07/2014
1526;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.235.194-8;800021;ASSOCIAÇAO BENEFICENTE ESTRELA AZUL;11.143.616/0001-38;306.767;CR.P.CONV - ESTRELA AZUL;195;73;113.892,34;6.489,35;;07/04/2017;06/10/2019;Aprovado;07/10/2014;06/04/2017;04/04/2017 15:38;30/12/2014
4876;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.272.829-8;800200;INSTITUTO MIGUEL PRADO;03.958.635/0001-94;306.701;CR.P.CONV - ESTRELA DO AMANHA;92;34;61.225,14;5.900,00;180,64;01/01/2017;30/06/2019;Aprovado;28/12/2016;28/12/2016;03/03/2017 12:59;27/12/2016
2659;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.085.731-7;300792;SOCIEDADE BENEFICENTE RENASCER DAS NACOES;56.826.191/0001-08;306.701;CR.P.CONV - ESTRELA DO AMANHA;83;25;49.787,16;5.900,00;;13/05/2016;12/11/2018;Encerrado;13/05/2016;;18/01/2017 08:25;28/04/2016
897;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2011-0.039.177-7;300792;SOCIEDADE BENEFICENTE RENASCER DAS NACOES;56.826.191/0001-08;306.701;CR.P.CONV - ESTRELA DO AMANHA;83;25;49.787,16;3.322,00;189,69;11/10/2013;10/04/2016;Encerrado;08/04/2011;10/10/2013;28/04/2016 15:41;30/07/2014
713;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2009-0.203.470-3;300486;IGREJA EVANGELICA PENTECOSTAL BRASIL PARA CRISTO ITAIM PAULI;58.105.826/0001-03;306.783;CR.P.CONV - ESTRELA DO AMANHA II;87;25;48.523,00;3.940,00;;13/02/2012;12/08/2014;Encerrado;13/08/2009;13/02/2012;02/04/2015 12:42;23/07/2014
2345;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.272.261-1;800099;GREMIO AMIGOS DIAS FELIZES;04.064.642/0001-05;308.496;CR.P.CONV - ESTRELA GUI;99;27;62.848,65;5.129,00;;16/11/2015;15/05/2018;Aprovado;16/11/2015;09/12/2016;19/01/2017 09:15;23/10/2015
2103;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.178.405-1;300380;FED FLOR DO ORIENTE DE ENT COM E LIDERANCAS DO BRASIL;65.505.984/0001-08;308.384;CR.P.CONV - FLOR DO ORIENTE II;70;22;47.812,16;3.107,00;;05/08/2015;04/02/2018;Aprovado;05/08/2015;;11/01/2017 08:41;05/08/2015
624;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2012-0.286.514-0;300626;INSTITUTO VIDA SAO PAULO;03.816.478/0001-82;306.873;CR.P.CONV - FLORA, PROFA;67;32;48.537,60;4.000,00;68,44;20/06/2015;19/12/2017;Aprovado;20/12/2012;20/12/2012;01/03/2017 13:21;14/07/2014
2134;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.188.230-5;300984;GALPAO ATRIA BRASIL;14.682.279/0001-45;308.383;CR.P.CONV - GALPAO ATRIA EMILIA INES;70;38;46.572,00;;;05/08/2015;04/02/2018;Encerrado;05/08/2015;;08/11/2016 09:32;06/08/2015
921;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2012-0.149.642-6;300009;ASS AMIGOS DE BAIRROS DA CIDADE DE NOVA SAO MIGUEL;55.953.004/0001-86;307.179;CR.P.CONV - GOLFINHO DOURADO;61;25;44.035,52;4.191,93;;11/01/2015;10/07/2017;Encerrado;11/07/2012;03/11/2014;12/02/2016 12:20;31/07/2014
2582;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.021.235-9;300009;ASS AMIGOS DE BAIRROS DA CIDADE DE NOVA SAO MIGUEL;55.953.004/0001-86;306.702;CR.P.CONV - GOLFINHO DOURADO I;67;25;46.994,24;6.000,00;;01/02/2016;31/07/2018;Aprovado;04/02/2016;;09/01/2017 11:29;12/02/2016
2700;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.112.485-2;800008;ASSOCIAÇÃO INFÂNCIA COM ALIMENTO E AFETO;04.715.127/0001-48;308.688;CR.P.CONV - INFANCIA COM AFETO;109;48;72.002,83;5.550,00;22,28;20/06/2016;19/12/2018;Aprovado;20/06/2016;20/06/2016;03/03/2017 12:36;13/06/2016
2481;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.306.230-5;300408;CRECHE CARROSSEL ENCANTADO;00.090.616/0001-09;308.550;CR.P.CONV - INFANCIA DE AGEU;112;16;66.304,70;6.020,00;2.410,00;18/12/2015;17/06/2018;Aprovado;18/12/2015;18/12/2015;30/01/2017 16:17;24/11/2015
1987;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.168.595-0;800008;ASSOCIAÇÃO INFÂNCIA COM ALIMENTO E AFETO;04.715.127/0001-48;308.342;CR.P.CONV - INFANCIA FELIZ III;96;36;63.475,74;4.200,00;;20/07/2015;19/01/2018;Aprovado;20/07/2015;15/12/2016;19/01/2017 13:59;17/07/2015
4851;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.211.771-0;301024;CENTRO DE EDUC E PROM POPULAR VILA NITRO OPERARIA;54.282.215/0001-71;308.028;CR.P.CONV - IRENE RAMALHO;173;60;101.815,14;9.390,00;;30/11/2016;29/05/2019;Aprovado;30/11/2016;01/12/2016;13/09/2017 15:29;05/12/2016
832;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.074.739-9;301024;CENTRO DE EDUC E PROM POPULAR VILA NITRO OPERARIA;54.282.215/0001-71;308.028;CR.P.CONV - IRENE RAMALHO;173;58;95.637,27;9.390,00;966,86;30/05/2014;29/11/2016;Encerrado;30/05/2014;30/05/2014;05/12/2016 12:47;29/07/2014
772;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.013.203-1;300445;INSTTUTO CRIANCA CIDADA;03.205.769/0001-34;306.655;CR.P.CONV - ITAIM PAULISTA I, CRECHE PRE ESC;398;36;190.726,62;;;16/08/2015;15/02/2018;Aprovado;15/02/2013;28/12/2016;19/01/2017 10:33;28/07/2014
771;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.013.199-0;300445;INSTTUTO CRIANCA CIDADA;03.205.769/0001-34;306.653;CR.P.CONV - ITAIM PAULISTA II, CRECHE PRE ESC;236;54;126.869,10;;;15/09/2015;14/03/2018;Aprovado;15/03/2013;28/12/2016;03/08/2017 11:04;28/07/2014
899;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2012-0.336.031-9;300319;CENTRO SOCIAL NOSSA SENHORA DE FATIMA;68.476.027/0001-99;306.361;CR.P.CONV - IZABEL CANORI MORA, BEM AVENTURADA;66;18;44.957,76;;;01/07/2015;30/01/2018;Aprovado;28/12/2012;18/06/2015;05/06/2017 15:56;31/07/2014
1988;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.167.247-5;301066;INSTITUTO EDUCACIONAL PROJETANDO O FUTURO;97.334.676/0001-53;308.361;CR.P.CONV - JARDIM DOS SONHOS;109;50;72.443,79;5.070,00;;29/07/2015;28/01/2018;Aprovado;29/07/2015;13/12/2016;19/01/2017 09:34;17/07/2015
3778;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.156.169-1;800183;ASSOCIACAO NOVOS HORIZONTES A COMUNIDADE;22.638.624/0001-71;306.774;CR.P.CONV - JARDIM FLOR DE LIS V;78;41;55.946,24;6.000,00;557,63;01/09/2016;28/02/2019;Aprovado;31/08/2016;31/08/2016;04/05/2017 14:11;01/09/2016
2697;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.120.111-3;300018;INSTITUTO ASSISTENCIAL DE MULHERES JANETE CLAIR;73.862.963/0001-78;308.683;CR.P.CONV - JOSE DIAS PEQUENO PRINCIPE;112;76;79.533,50;9.810,00;322,62;17/06/2016;16/12/2018;Aprovado;17/06/2016;17/06/2016;03/03/2017 12:38;09/06/2016
2698;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.122.177-7;800213;ASSOCIAÇÃO EDUCACIONAL KAUE MARQUES;13.921.177/0001-72;308.680;CR.P.CONV - KAUE MARQUES;70;;42.961,60;4.969,35;45,97;15/06/2016;14/12/2018;Aprovado;15/06/2016;15/06/2016;03/03/2017 12:50;09/06/2016
1528;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.187.709-1;301024;CENTRO DE EDUC E PROM POPULAR VILA NITRO OPERARIA;54.282.215/0001-71;306.788;CR.P.CONV - LAPIS DE COR;151;79;96.793,30;7.007,00;847,52;21/02/2017;20/08/2019;Aprovado;21/08/2014;21/08/2014;13/09/2017 15:32;30/12/2014
1527;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.380.464-2;300626;INSTITUTO VIDA SAO PAULO;03.816.478/0001-82;308.155;CR.P.CONV - LILIANE SANTANA;273;105;153.604,74;15.834,00;;15/04/2017;14/10/2019;Aprovado;15/10/2014;12/04/2017;11/04/2017 16:18;30/12/2014
1624;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.165.888-8;300087;ASS BENEFICENTE LUZ DA SABEDORIA;58.632.282/0001-20;307.127;CR.P.CONV - LUZ DA SABEDORIA;107;41;69.554,65;5.211,55;393,37;31/01/2017;30/07/2019;Aprovado;31/07/2014;31/07/2014;21/09/2017 16:44;04/02/2015
633;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2009-0.093.015-9;300087;ASS BENEFICENTE LUZ DA SABEDORIA;58.632.282/0001-20;307.127;CR.P.CONV - LUZ DA SABEDORIA;101;41;56.874,00;5.211,55;337,72;31/01/2012;30/07/2014;Encerrado;31/07/2009;23/07/2013;04/02/2015 16:53;15/07/2014
1826;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.269.036-0;300974;INSTITUTO EDUCACIONAL CAUA;10.577.353/0001-02;308.164;CR.P.CONV - LUZIA AGUIAR;105;32;66.665,51;5.278,00;;29/04/2017;28/10/2019;Aprovado;29/10/2014;26/04/2017;25/09/2017 15:00;02/04/2015
786;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.133.371-7;300129;ASS DA VIDA VERDE TOPY BOL;04.931.931/0001-64;306.774;CR.P.CONV - MARIA AUGUSTA PEREIRA;70;25;45.730,30;5.350,00;471,95;05/06/2014;04/12/2016;Encerrado;05/06/2014;;01/09/2016 13:27;28/07/2014
1497;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.336.176-7;800020;CENTRO EDUCACIONAL BARAKAT;07.728.508/0001-50;308.052;CR.P.CONV - MARIA CELESTE;301;114;167.312,10;14.970,79;;11/08/2016;10/02/2019;Aprovado;11/02/2014;10/08/2016;11/08/2016 08:11;22/12/2014
2457;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.292.230-0;300049;ASS COMUNITARIA MONTANHA DO SABER SEM FIM;03.591.920/0001-10;306.942;CR.P.CONV - MONTANHA DO SABER I;100;27;63.301,06;6.000,00;577,96;16/11/2015;15/05/2018;Aprovado;18/11/2015;18/11/2015;14/07/2017 10:17;18/11/2015
946;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.164.483-4;300049;ASS COMUNITARIA MONTANHA DO SABER SEM FIM;03.591.920/0001-10;306.942;CR.P.CONV - MONTANHA DO SABER I;101;27;57.832,80;5.188,68;;19/08/2013;18/02/2016;Encerrado;19/08/2013;14/03/2014;18/11/2015 08:53;31/07/2014
2105;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.190.516-0;800067;ASSOCIAÇÃO CICLECA-CENTRO INTEG A CULT.LAZER E EDUC A CRIAN;12.807.206/0001-07;308.339;CR.P.CONV - MUNDO DA ALEGRIA;108;48;71.550,42;3.920,00;;05/08/2015;04/02/2018;Aprovado;05/08/2015;16/12/2016;19/01/2017 10:16;05/08/2015
2109;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.190.517-8;800067;ASSOCIAÇÃO CICLECA-CENTRO INTEG A CULT.LAZER E EDUC A CRIAN;12.807.206/0001-07;308.340;CR.P.CONV - MUNDO DOS SONHOS;109;54;73.325,71;5.400,00;2.265,30;05/08/2015;04/02/2018;Aprovado;05/08/2015;17/02/2017;17/02/2017 09:40;05/08/2015
3772;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.156.174-8;300130;ASS BENEFICENTE MUNDO ENCANTADO;08.827.445/0001-51;307.057;CR.P.CONV - MUNDO ENCANTADO II;150;41;87.996,38;8.900,00;971,97;16/08/2016;15/02/2019;Aprovado;11/08/2016;11/08/2016;03/03/2017 12:54;22/08/2016
835;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.021.162-6;300130;ASS BENEFICENTE MUNDO ENCANTADO;08.827.445/0001-51;307.057;CR.P.CONV - MUNDO ENCANTADO II;154;59;88.340,46;8.900,00;;16/02/2014;15/08/2016;Encerrado;14/02/2014;01/02/2016;22/08/2016 13:35;29/07/2014
20170014;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.211.773-6;300130;ASS BENEFICENTE MUNDO ENCANTADO;08.827.445/0001-51;307.747;CR.P.CONV - MUNDO ENCANTADO III;243;96;139.060,02;14.832,93;;01/02/2017;31/07/2019;Aprovado;06/12/2016;;06/02/2017 16:55;06/02/2017
836;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2011-0.298.241-1;300130;ASS BENEFICENTE MUNDO ENCANTADO;08.827.445/0001-51;307.747;CR.P.CONV - MUNDO ENCANTADO III;237;114;140.516,58;14.832,93;;17/08/2014;16/02/2017;Encerrado;17/02/2012;17/02/2012;06/02/2017 16:41;29/07/2014
2603;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.012.525-1;800148;ASSOCIAÇÃO BENEFICENTE DE NAZARE;14.688.773/0001-17;308.608;CR.P.CONV - NAZARE;90;34;60.320,32;3.600,00;112,11;07/04/2016;06/10/2018;Aprovado;07/04/2016;07/04/2016;03/03/2017 12:13;07/03/2016
