Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código Instituição;Instituição;Código Escola;Unidade Conveniada;Vagas Contratadas;Vagas Berçário Contratadas;Total Mensal;Despesa de Instalação;IPTU;Data Início;Data Término;Situação Convênio;Data Lavratura do Termo;Data Lavratura do Aditamento
902;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.122.375-0;300.045;ASS BENEFICENTE COMUNITARIA CULTURAL ESPORTIVA ELITE DO ESTA;307.629;CR.P.CONV - JOSE MARIA;100;32;60.758,60;4.330,60;241,76;02/06/2014;01/12/2016;Aprovado;02/06/2014;
860;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.313.461-0;300.729;CENTRO SOCIAL COMUNITARIO PADRE JOSE;306.354;CR.P.CONV - JOSE, PE;60;;35.878,20;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;25/06/2015
592;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2001-3.035.289-3;300.932;NUCLEO SOCIAL E EDUCACIONAL EDUCANDO;306.793;CR.P.CONV - JUJUBALANDIA;111;46;68.365,51;4.614,38;242;06/09/2016;05/03/2019;Aprovado;06/03/2014;24/08/2016
722;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2011-0.131.165-3;300.782;ASS KALIXTO MENDES;307.729;CR.P.CONV - KALIXTO MENDES;133;47;77.549,67;8.833,72;;30/07/2014;29/01/2017;Aprovado;30/01/2012;07/01/2016
2312;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.262.956-5;300.782;ASS KALIXTO MENDES;308.499;CR.P.CONV - KALIXTO MENDES III;213;47;109.148,87;12.000,00;;25/11/2015;24/05/2018;Aprovado;25/11/2015;
2612;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.289.740-3;300.987;ASS BENEFICENTE PRIMEIRO DE MAIO;308.082;CR.P.CONV - LAPIS NA MAO;80;32;51.838,40;4.240,40;;01/04/2016;30/09/2018;Aprovado;21/03/2016;
1282;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.293.607-5;300.275;CENTRO SOCIAL DA PAROQUIA DE SANTA LUZIA;308.202;CR.P.CONV - LAURA VICUNA;163;68;93.767,37;9.500,00;;14/11/2014;13/05/2017;Aprovado;14/11/2014;20/01/2016
1013;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.319.123-1;300.317;CENTRO SOCIAL LEAO XIII;400.321;CR.P.CONV - LEAOZINHO;80;36;52.670,40;5.854,25;192,93;01/07/2015;31/12/2017;Aprovado;28/12/2012;30/06/2015
1933;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.052.586-0;300.874;ONG NOVA HARMONIA;308.265;CR.P.CONV - LEAOZINHO DOURADO;97;30;59.062,17;8.709,31;;15/05/2015;14/11/2017;Aprovado;15/05/2015;
908;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2011-0.078.845-6;300.502;INSTITUTO SAO PAULO MELHOR;306.744;CR.P.CONV - LEONTINA LOURENCO, PROF;67;18;42.878,67;2.338,00;;15/05/2014;14/11/2016;Aprovado;15/05/2014;
3753;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.208.539-0;300.830;ASS BENEFICENTE LUZ;307.879;CR.P.CONV - LUZ;65;16;41.532,25;4.323,72;300;09/04/2015;08/10/2017;Aprovado;09/10/2012;08/04/2015
1403;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.238.493-3;300.830;ASS BENEFICENTE LUZ;308.224;CR.P.CONV - LUZ II;91;31;56.709,31;6.632,66;;30/12/2014;29/06/2017;Aprovado;30/12/2014;30/12/2014
1015;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.346.708-3;300.697;CENTRO SOCIAL SANTA MARIA GORETTI;306.346;CR.P.CONV - MAE DA DIVINA PROVIDENCIA;87;27;54.054,87;;;01/07/2015;31/12/2017;Aprovado;01/01/2013;23/06/2015
2024;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.141.566-9;800.038;ASSOCIACAO CRISTA DE EDUCACAO INFANTIL SHAMMAH;308.300;CR.P.CONV - MARANATA;159;71;92.811,41;9.571,76;;24/07/2015;23/01/2018;Aprovado;24/07/2015;
892;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.319.679-9;300.726;SERVICO DE ASSISTENCIA A FAMILIA CASA DA EDITINHA;306.348;CR.P.CONV - MARIA APARECIDA SICA MAE DOCA - UN I;143;46;81.291,57;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;12/01/2016
1026;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.316.966-0;300.703;CRECHE MARIA TEREZA DE MELLO MORORO;306.349;CR.P.CONV - MARIA THEREZA DE MELLO MORORO;109;27;63.559,89;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;30/01/2015
2442;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.297.147-6;800.125;ASSOCIAÇÃO BENEFICENTE E CULTURAL MARIA AMALIA;302.107;CR.P.CONV - MARIAMA;77;46;53.354,77;4.000,00;;18/12/2015;17/06/2018;Aprovado;18/12/2015;
726;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.124.643-1;301.066;INSTITUTO EDUCACIONAL PROJETANDO O FUTURO;308.093;CR.P.CONV - MARINHO DE ASSIS TOLEDO;79;18;48.461,19;8.000,00;429,9;27/06/2014;26/12/2016;Aprovado;06/06/2014;
2021;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.333.631-4;300.815;INSTITUTO DE ACAO SOCIAL FORCA E VIDA;308.301;CR.P.CONV - ME NINAR;79;;44.717,19;4.200,00;;24/07/2015;23/01/2018;Aprovado;24/07/2015;
2428;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.288.136-1;300.884;ASS BENEFICENTE CLUBE DE MAES PEQUENO RODRIGO;308.497;CR.P.CONV - MEU GIRASSOL;80;36;52.670,40;7.000,00;;23/11/2015;22/05/2018;Aprovado;23/11/2015;
1535;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.218.125-2;300.884;ASS BENEFICENTE CLUBE DE MAES PEQUENO RODRIGO;307.535;CR.P.CONV - MEU LARZINHO;68;50;49.999,88;3.750,00;487,18;20/08/2014;19/02/2017;Aprovado;20/08/2014;
2646;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2016-0.082.423-0;300.884;ASS BENEFICENTE CLUBE DE MAES PEQUENO RODRIGO;308.633;CR.P.CONV - MEU SONHO ENCANTADO;80;36;52.670,40;6.500,00;;09/05/2016;08/11/2018;Aprovado;09/05/2016;
2587;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2016-0.019.765-1;800.172;ASSOCIAÇÃO COMUNITARIA POPULAR DE SÃO MIGUEL PAULISTA;308.602;CR.P.CONV - MOMENTOS FELIZES;112;53;70.248,32;4.900,00;;09/03/2016;08/09/2018;Aprovado;09/03/2016;
1572;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.213.138-7;300.727;ASS EVANGELICA MONTE CARMELO;306.785;CR.P.CONV - MONTE CARMELO;103;27;60.999,03;4.000,00;;15/09/2014;14/03/2017;Aprovado;15/09/2014;07/04/2015
2401;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.267.741-1;800.118;ASSOCIAÇÃO BENEFICENTE LIMA CRUZATO;308.464;CR.P.CONV - MUNDINHO DO MATHEUS;124;75;79.818,76;11.600,00;;03/11/2015;02/05/2018;Aprovado;03/11/2015;27/01/2016
2474;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.282.400-7;300.908;INSTITUTO MARIA CLEUSA DE ACAO SOCIAL;302.108;CR.P.CONV - MUNDO DO SABER;116;67;74.867,56;7.000,00;;18/12/2015;17/06/2018;Aprovado;18/12/2015;
1587;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.331.459-7;300.130;ASS BENEFICENTE MUNDO ENCANTADO;306.886;CR.P.CONV - MUNDO ENCANTADO;91;27;55.877,31;5.457,87;;28/06/2015;27/12/2017;Aprovado;31/01/2014;31/01/2014
1030;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.039.098-7;300.445;INSTTUTO CRIANCA CIDADA;306.670;CR.P.CONV - NANCI RIBEIRO DA SILVA, EDUCADORA, CRECHE E PRE ESC;201;54;105.864,99;;;24/07/2015;23/01/2018;Aprovado;12/03/2013;20/01/2016
2381;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.285.702-9;800.027;ASSOCIAÇÃO LIDER MIGUEL ARCANJO;308.506;CR.P.CONV - NOSSO CANTINHO;110;59;70.642,70;4.000,00;;09/12/2015;08/06/2018;Aprovado;09/12/2015;
878;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.318.257-7;300.299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;306.353;CR.P.CONV - NOSSO LAR I;70;70;55.090,30;5.500,00;409,62;01/07/2015;31/12/2017;Aprovado;28/12/2012;24/06/2015
873;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.318.259-3;300.299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;306.502;CR.P.CONV - NOSSO LAR II;62;;36.808,62;1.500,00;191,65;01/07/2015;31/12/2017;Aprovado;28/12/2012;25/06/2015
1585;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.073.671-9;300.299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;306.908;CR.P.CONV - NOSSO LAR XV;190;48;100.272,10;;;24/07/2015;23/01/2018;Aprovado;20/01/2014;24/07/2015
693;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.343.343-0;301.039;ASS CULTURAL E EDUCACIONAL OLHOS BRILHANTES;307.982;CR.P.CONV - OLHOS BRILHANTES;129;56;77.841,71;3.628,18;271,45;26/01/2016;25/07/2018;Aprovado;26/07/2013;26/07/2013
2475;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.282.404-0;800.127;ASSOCIAÇÃO COMUNITARIA DO MOVIMENTO POPULAR SOCIAL;302.106;CR.P.CONV - PEQUENA LUZ;153;117;100.009,47;10.000,00;;11/12/2015;10/06/2018;Aprovado;11/12/2015;
634;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2009-0.272.521-8;300.678;ASS LUIZ RAMOS NATAN STAMFATER;306.818;CR.P.CONV - PEQUENO POLEGAR;70;25;45.730,30;4.500,00;348,36;01/01/2015;02/05/2017;Aprovado;03/11/2009;03/11/2009
1918;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.063.303-4;300.944;INSTITUTO BRASILEIRO DE EDUCACAO CULTURA E MEIO AMBIENTE;308.262;CR.P.CONV - PINOCCHIO;116;18;64.675,56;10.000,00;;04/05/2015;03/11/2017;Aprovado;04/05/2015;
821;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2011-0.119.266-2;300.771;ASS E CENTRO DE APOIO SOCIAL DE EDUCACAO PRIMEIROS PASSOS;307.690;CR.P.CONV - PRIMEIROS PASSOS;80;27;50.798,40;3.734,15;167,3;09/06/2014;08/12/2016;Aprovado;09/06/2014;
1021;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.146.254-0;300.862;ASS DOS MORADORES DO JARDIM AUREA;306.642;CR.P.CONV - PRINCIPE PIETRO;104;18;59.553,84;7.000,00;;06/02/2016;05/08/2018;Aprovado;06/08/2013;01/02/2016
1018;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.248.256-0;300.805;ASS CLUBE DE MAES RAIO DE SOL;308.016;CR.P.CONV - RAIO DE SOL;89;29;55.401,29;4.670,00;341,64;13/05/2016;12/11/2018;Aprovado;13/11/2013;27/04/2016
2200;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.141.576-4;300.784;CENTRO DE EDUCACAO E INTEGRACAO SOCIAL DE VILA RAMOS;308.137;CR.P.CONV - RECANTO DOS PEQUENINOS;100;28;59.926,60;4.920,00;;05/09/2014;04/03/2017;Aprovado;05/09/2014;22/05/2015
737;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2011-0.240.394-2;300.809;ASS AMIGOS DE BAIRRO JK FENIX;307.717;CR.P.CONV - SABOR DE MEL;80;21;49.550,40;3.089,55;;09/10/2014;08/04/2017;Aprovado;20/12/2011;04/01/2016
2378;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.289.303-3;300.809;ASS AMIGOS DE BAIRRO JK FENIX;308.541;CR.P.CONV - SABOR DE MEL II;79;64;58.029,19;6.500,00;;09/12/2015;08/06/2018;Aprovado;09/12/2015;
1568;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.039.794-9;300.275;CENTRO SOCIAL DA PAROQUIA DE SANTA LUZIA;400.473;CR.P.CONV - SALESIANA SANTA LUZIA;90;18;53.578,50;6.251,12;;24/07/2015;23/01/2018;Aprovado;20/01/2014;20/01/2014
589;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.325.050-5;300.320;CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;306.359;CR.P.CONV - SAO FRANCISCO DE ASSIS;98;;53.248,98;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;01/07/2015
2203;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.319.682-9;300.663;ASSOCIACAO BENFICENTE SAO VITO MARTIR;306.426;CR.P.CONV - SAO VITO;103;17;58.919,03;;;13/07/2015;12/01/2018;Aprovado;13/07/2015;
2655;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2016-0.096.745-7;800.139;ASSOCIAÇÃO FILHOS DE MARIA;308.668;CR.P.CONV - SEMEANDO SABER;70;70;55.090,30;5.200,00;800;16/06/2016;15/12/2018;Aprovado;16/06/2016;29/07/2016
2441;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.285.704-5;300.815;INSTITUTO DE ACAO SOCIAL FORCA E VIDA;308.536;CR.P.CONV - SEMENTINHA DO BEM;109;55;69.383,89;5.000,00;;07/12/2015;06/06/2018;Aprovado;07/12/2015;
1951;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.121.315-2;800.038;ASSOCIACAO CRISTA DE EDUCACAO INFANTIL SHAMMAH;308.270;CR.P.CONV - SHAMMAH;192;156;123.526,08;15.996,64;;29/05/2015;28/11/2017;Aprovado;29/05/2015;29/01/2016
2432;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.286.318-5;301.039;ASS CULTURAL E EDUCACIONAL OLHOS BRILHANTES;308.479;CR.P.CONV - TEMPO DE CRIANCA;106;57;68.519,46;7.080,00;;23/11/2015;22/05/2018;Aprovado;23/11/2015;
1584;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.057.118-3;300.680;ASS MADRE TERESA DE CALCUTA;306.366;CR.P.CONV - TERESA DE CALCUTA, ME.;135;41;77.091,65;;;21/07/2015;20/01/2018;Aprovado;10/04/2013;08/01/2016
1534;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.204.915-6;300.366;CENTRO SOCIAL BENEFICENTE DE RECUPERACAO EL SHADAI;308.194;CR.P.CONV - TIQUINHO DE ALEGRIA;73;30;48.165,93;3.700,90;401,9;13/11/2014;12/05/2017;Aprovado;13/11/2014;20/01/2016
2433;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.286.316-9;300.987;ASS BENEFICENTE PRIMEIRO DE MAIO;308.492;CR.P.CONV - TURMINHA DA VILA;74;25;47.591,14;3.264,00;;23/11/2015;22/05/2018;Aprovado;23/11/2015;
1971;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.140.257-5;301.069;ASS DOS IDOSOS DE SAPOPEMBA PRO MORAR I E II;308.280;CR.P.CONV - TUTULANDIA;113;41;68.179,13;6.162,64;;25/06/2015;24/12/2017;Aprovado;25/06/2015;20/01/2016
591;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.196.908-3;300.862;ASS DOS MORADORES DO JARDIM AUREA;307.996;CR.P.CONV - VILA DIVA;99;27;59.291,79;5.500,00;;23/03/2016;22/09/2018;Aprovado;23/09/2013;23/03/2016
2192;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.157.848-5;301.066;INSTITUTO EDUCACIONAL PROJETANDO O FUTURO;307.523;CR.P.CONV - VILA FELIZ;94;25;56.741,74;4.821,12;;02/10/2014;01/04/2017;Aprovado;02/10/2014;02/07/2015
1020;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.139.211-8;300.502;INSTITUTO SAO PAULO MELHOR;306.651;CR.P.CONV - VILA SILVIA, CEI;140;55;81.978,60;;;24/07/2015;23/01/2018;Aprovado;20/06/2013;24/07/2015
770;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.203.072-2;300.815;INSTITUTO DE ACAO SOCIAL FORCA E VIDA;307.833;CR.P.CONV - VOVO BERNARDO JOSE FRANCA;99;18;57.419,79;5.971,03;;23/02/2015;22/08/2017;Aprovado;22/08/2012;22/08/2012
2699;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2016-0.119.168-1;300.884;ASS BENEFICENTE CLUBE DE MAES PEQUENO RODRIGO;308.659;CR.P.CONV - VOVO LOURDES;111;50;69.197,51;6.500,00;;10/06/2016;09/12/2018;Aprovado;10/06/2016;
2590;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2016-0.025.396-9;800.020;CENTRO EDUCACIONAL BARAKAT;308.593;CR.P.CONV - VOVO LUZIA;112;70;73.784,32;8.000,00;;17/03/2016;16/09/2018;Aprovado;17/03/2016;
822;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2011-0.247.880-2;300.815;INSTITUTO DE ACAO SOCIAL FORCA E VIDA;307.765;CR.P.CONV - VOVO NAIR;60;18;39.622,20;6.004,25;290,36;26/11/2014;25/05/2017;Aprovado;11/04/2012;11/04/2012
1171;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.304.200-7;300.518;INSTITUTO ROGACIONISTA ANIBAL DIFRANCIA;400.315;CEI INDIR - ANIBAL DI FRANCIA;150;93;93.832,50;;;01/07/2015;30/12/2017;Aprovado;28/12/2012;28/12/2012
1273;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2014-0.242.129-6;300.216;ASSOCIACAO SOLIDARIEDADE E ESPERANCA;400.410;CEI INDIR - CHAQUIBE FANDI KALIL;160;36;85.926,40;;;01/04/2015;30/09/2017;Aprovado;01/04/2015;
1134;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.351.429-4;300.014;ASS ASSISTENCIAL COMUNITARIA AZARIAS;400.656;CEI INDIR - ESTRADA TURISTICA;158;48;87.632,42;;;24/07/2015;23/01/2018;Aprovado;31/01/2013;24/07/2015
1150;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.354.589-0;300.157;ASS CENTRAL E COM DO CONJUNTO HABITACIONAL BRASILANDIA B3;400.774;CEI INDIR - ILHA DA JUVENTUDE;245;74;127.404,55;;;12/09/2015;11/03/2018;Aprovado;12/03/2013;31/03/2016
1952;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2015-0.090.357-0;301.112;INSTITUTO SBJ;400.653;CEI INDIR - JAGUARE;191;68;104.827,09;;;29/05/2015;28/11/2017;Aprovado;29/05/2015;
1179;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2013-0.231.614-8;300.157;ASS CENTRAL E COM DO CONJUNTO HABITACIONAL BRASILANDIA B3;400.706;CEI INDIR - JARAGUA I;158;48;87.632,42;;;09/04/2016;08/10/2018;Aprovado;09/10/2013;09/04/2016
869;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.304.253-8;300.079;ASS CIVIL GAUDIUM ET SPES AGES;400.424;CEI INDIR - JARDIM MUTINGA;142;48;81.312,58;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;28/12/2012
2593;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2016-0.010.706-7;800.123;INSTITUTO EDUCACIONAL E SOCIAL LUZ DO MUNDO;400.587;CEI INDIR - LAPA;98;32;59.904,98;;;04/02/2016;03/08/2018;Aprovado;04/02/2016;
1887;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2015-0.094.850-7;300.444;INSTITUTO CIDADAO BRASILEIRO PARTICIPATIVO;400.271;CEI INDIR - MILTON ALMEIDA DOS SANTOS, PROF.;154;66;89.796,46;;;17/04/2015;16/10/2017;Aprovado;17/04/2015;
1094;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.306.572-4;300.194;ASS PROMOCIONAL CORACAO IMACULADO DE MARIA - APROCIMA;400.658;CEI INDIR - MORADA DO SOL;158;48;87.632,42;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;01/07/2015
1061;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.304.277-5;300.603;UNIAO DOS MORADORES DO PARQUE ANHANGUERA;400.308;CEI INDIR - PARQUE ANHANGUERA;146;48;82.892,54;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;01/07/2015
1140;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.354.753-2;300.014;ASS ASSISTENCIAL COMUNITARIA AZARIAS;400.775;CEI INDIR - PARQUE DAS NACOES;252;106;136.825,48;;;24/07/2015;23/01/2018;Aprovado;15/02/2013;24/07/2015
1091;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.354.719-2;300.031;ASS BENEFICENTE BETSAIDA;400.425;CEI INDIR - PARQUE MARIA DOMITILA;152;62;88.174,48;;;01/07/2015;31/12/2017;Aprovado;28/12/2007;01/07/2015
2604;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2015-0.232.226-5;800.123;INSTITUTO EDUCACIONAL E SOCIAL LUZ DO MUNDO;400.602;CEI INDIR - PARQUE SAO DOMINGOS;141;57;82.789,59;;;21/09/2015;20/03/2018;Aprovado;21/09/2015;
1118;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.273.314-6;300.635;OBRA ASSISTENCIAL NOSSA SENHORA DO O;400.632;CEI INDIR - PIQUERI - SAO FRANCISCO;160;64;91.750,40;;;23/04/2015;22/10/2017;Aprovado;22/10/2012;22/10/2012
1103;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.347.467-5;300.635;OBRA ASSISTENCIAL NOSSA SENHORA DO O;400.773;CEI INDIR - PIRITUBA;234;87;125.763,66;;;24/07/2015;23/01/2018;Aprovado;01/03/2013;24/07/2015
1124;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.304.165-5;300.508;OBRA ASSISTENCIAL JESUS MENINO;400.467;CEI INDIR - SANTA MONICA;80;18;48.926,40;;;01/07/2015;31/12/2017;Aprovado;26/12/2012;01/07/2015
1141;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.304.193-0;300.020;ACAO SOCIAL CAPELA DA SANTA CRUZ;400.380;CEI INDIR - SAO LUIZ MARIE DE MONTEFORT;158;48;87.632,42;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;28/12/2012
2230;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2015-0.188.461-8;300.194;ASS PROMOCIONAL CORACAO IMACULADO DE MARIA - APROCIMA;400.595;CEI INDIR - SOL NASCENTE;158;48;87.632,42;;;22/07/2015;21/01/2018;Aprovado;22/07/2015;27/06/2016
2616;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2016-0.045.468-9;300.911;ASS BENEFICENTE SONHO NOSSO;400.809;CEI INDIR - SONHO NOSSO;217;118;125.496,83;;;04/04/2016;03/10/2018;Aprovado;04/04/2016;24/08/2016
1166;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.304.174-4;300.352;CENTRO DE RECREACAO INFANTIL BETEL;400.406;CEI INDIR - VILA ANGLO;228;96;125.265,72;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;28/12/2012
1186;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.354.719-2;300.031;ASS BENEFICENTE BETSAIDA;400.771;CEI INDIR - VILA CLARICE;233;77;123.288,67;;;24/07/2015;23/01/2018;Aprovado;17/04/2013;30/08/2016
1101;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2013-0.073.409-0;300.246;ASSOCIAÇÃO EVANGELICA BENEFICENTE - AEB;400.448;CEI INDIR - VILA LEOPOLDINA;180;63;99.442,20;;;24/07/2015;23/01/2018;Aprovado;01/04/2013;05/02/2016
1122;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.304.179-5;300.371;CONGREGACAO DE SANTA CRUZ;400.379;CEI INDIR - VILA NOVA JAGUARE;153;65;89.193,47;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;01/07/2015
1159;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.304.157-4;300.508;OBRA ASSISTENCIAL JESUS MENINO;400.378;CEI INDIR - VILA PIAUI;158;48;87.632,42;;;01/07/2015;31/12/2017;Aprovado;26/12/2012;01/07/2015
1116;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.009.808-7;300.014;ASS ASSISTENCIAL COMUNITARIA AZARIAS;400.409;CEI INDIR - VILA REGINA;140;38;78.442,60;;;01/09/2014;28/02/2017;Aprovado;01/03/2012;29/08/2014
1271;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2014-0.298.370-7;301.012;ASS QUATRO IRMAOS DE VILA NANCY;308.216;CR.P.CONV - 4 IRMAOS;201;103;116.056,99;25.000,00;;18/12/2014;17/06/2017;Aprovado;18/12/2014;
1187;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.292.471-5;300.156;ASS DE EDUCACAO E RECREACAO LEAL;307.906;CR.P.CONV - AGAPE;80;12;47.678,40;6.000,00;;24/07/2015;23/01/2018;Aprovado;31/01/2013;23/07/2015
1299;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2014-0.021.626-1;300.907;A MARCA DA PROMESSA;308.215;CR.P.CONV - AGUA VIVA;80;32;51.838,40;6.000,00;;15/12/2014;14/06/2017;Aprovado;15/12/2014;15/12/2014
1059;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2009-0.269.688-9;300.444;INSTITUTO CIDADAO BRASILEIRO PARTICIPATIVO;307.338;CR.P.CONV - ALDAIR MARIA;108;36;65.005,08;;;24/07/2015;23/01/2018;Aprovado;18/08/2010;24/07/2015
